,股票简称,所属同花顺行业,最新涨跌幅,所属概念
21,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,5.375,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
22,震有科技,通信-通信设备-其他通信设备,5.153,融资融券;转融券标的;智慧城市;5G;军工;卫星导航
23,甘源食品,食品饮料-食品加工制造-休闲食品,4.994,大消费;社区团购;休闲零食;抖音小店;新零售;电子商务;网络直播
24,美瑞新材,基础化工-化学制品-聚氨酯,4.972,新材料概念;可降解塑料;华为概念;专精特新;露营经济
25,劲仔食品,食品饮料-食品加工制造-休闲食品,4.693,休闲零食;抖音小店;一带一路;电子商务;社区团购;网络直播
26,中南传媒,传媒-传媒-出版,4.638,电子书;IP概念;数字出版示范;在线教育;融资融券;沪股通;广播电视;平面媒体;转融券标的;文化传媒;特色小镇;富时罗素概念;富时罗素概念股;标普道琼斯A股;动漫;地方国企改革;湖南国企改革;国企改革
27,宋城演艺,社会服务-景点及旅游-人工景点,4.414,网络视频;音乐产业;虚拟现实;电子竞技;文化传媒;深股通;VR平台;手机游戏;网络直播;动漫;融资融券;转融券标的;旅游;富时罗素概念;富时罗素概念股;共同富裕示范区;元宇宙;MSCI概念
28,杰恩设计,建筑装饰-建筑装饰-工程咨询服务,4.342,轨道交通;华为概念;虚拟现实;创业板重组松绑;精装修
29,美亚光电,机械设备-专用设备-其他专用设备,4.224,食品安全;智能医疗;深股通;医疗器械概念;融资融券;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;牙科医疗;养老金持股
30,华荣股份,机械设备-专用设备-其他专用设备,3.866,太阳能;军工;光伏概念
31,宝信软件,计算机-计算机应用-IT服务,3.831,车联网;电子信息;智能汽车;国产软件;云计算;工业互联网;大数据;边缘计算;沪股通;上海自贸区;融资融券;转融券标的;数据中心;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;地方国企改革;央企国企改革;国企改革
32,老凤祥,轻工制造-家用轻工-饰品,3.812,黄金租赁;象牙加工销售;奢侈品;老字号;融资融券;沪股通;转融券标的;小金属概念;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;白银;上海国企改革;地方国企改革;国企改革
33,北京城乡,商贸零售-零售-百货零售,3.691,商超百货;新零售;人力资源服务;旅游;国企改革;地方国企改革;北京国企改革
34,晨丰科技,电子-光学光电子-LED,3.512,节能照明;长三角一体化;家用电器
35,润泽科技,计算机-计算机应用-IT服务,3.219,食品包装;工业4.0;创业板重组松绑;数据中心;东数西算（算力）;年报预增
36,国药股份,医药生物-医药商业-医药商业Ⅲ,3.165,抗癌;医疗改革;融资融券;转融券标的;医保目录;芬太尼;流感;医药电商;富时罗素概念;富时罗素概念股;冷链物流;MSCI概念;标普道琼斯A股;新冠疫苗;地方国企改革;央企国企改革;国企改革
37,中国移动,通信-通信服务-通信服务Ⅲ,3.107,5G;沪股通;元宇宙;世界杯;融资融券;转融券标的;虚拟数字人;超清视频;杭州亚运会;电子竞技;央企国企改革;中字头股票;国企改革;6G概念
38,国脉文化,传媒-传媒-广告营销,3.077,在线旅游;阿里巴巴概念;电子商务;IP概念;央企控股;电子信息;易信;王者荣耀;网络视频;融资融券;数字阅读;转融券标的;文化传媒;电信业整合;手机游戏;旅游;云游戏;虚拟现实;华为概念;富媒体;元宇宙;NFT概念;虚拟数字人;数字经济;数字孪生;在线教育;地方国企改革;央企国企改革;国企改革
39,新诺威,医药生物-化学制药-原料药,3.03,保健品;深股通;维生素;转融券标的;年报预增;融资融券
40,中金黄金,有色金属-贵金属-贵金属Ⅲ,2.968,央企控股;稀缺资源;涉矿;融资融券;转融券标的;小金属概念;人民币贬值受益;白银;富时罗素概念;富时罗素概念股;标普道琼斯A股;黄金概念;金属铜;债转股(AMC概念);证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
41,信息发展,计算机-计算机应用-软件开发,2.689,腾讯概念;虚拟现实;区块链应用;数据存储;食品安全;阿里巴巴概念;国产软件;工业大麻;药品信息化追溯;数字乡村;区块链;数字中国;卫星导航;智慧政务;央企国企改革;国企改革
42,长江传媒,传媒-传媒-出版,2.636,新媒体;融资融券;转融券标的;在线教育;文化传媒;知识产权保护;富时罗素概念股;标普道琼斯A股;参股新三板;托育服务;证金持股;地方国企改革;湖北国企改革;国企改革
43,长源东谷,交运设备-汽车零部件-汽车零部件Ⅲ,2.356,国六标准、国六排放、国六;一体化压铸;新能源汽车;汽车电子
44,电科数字,计算机-计算机应用-IT服务,2.335,电子信息;沪股通;大数据;融资融券;云计算;网络安全;转融券标的;标普道琼斯A股;车联网;华为概念;智能建筑;数据中心;WiFi 6;跨境支付（CIPS）;信创;中国电科系;国产软件;数字乡村;国资云;地方国企改革;央企国企改革;国企改革
45,皖新传媒,传媒-传媒-出版,2.249,供应链金融;文化传媒;在线教育;创投;融资融券;平面媒体;转融券标的;动漫;ETC;网络游戏;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;独角兽概念;智能物流;REITs概念;证金持股;地方国企改革;安徽国企改革;国企改革
46,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,2.211,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
47,信科移动,通信-通信设备-通信网络设备及器件,2.171,融资融券;转融券标的;5G;新股与次新股;科创次新股;央企国企改革;国企改革;人工智能;6G概念
48,浙能电力,公用事业-电力-火电,2.067,一带一路;融资融券;转融券标的;核电;富时罗素概念股;超超临界发电;地方国企改革;浙江国企改革;国企改革
49,仙琚制药,医药生物-化学制药-化学制剂,1.985,生物医药;深股通;融资融券;转融券标的;富时罗素概念;富时罗素概念股;辅助生殖;标普道琼斯A股;毛发医疗;创新药;地方国企改革;国企改革
50,皖通高速,交通运输-公路铁路运输-高速公路,1.897,融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;安徽国企改革;国企改革
51,山东出版,传媒-传媒-出版,1.597,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
52,中国石化,石油石化-石油加工贸易-石油加工,1.594,油气管网;央企控股;油价上调;融资融券;沪股通;转融券标的;一带一路;聚丙烯;油气开采;页岩气;可燃冰;天然气;富时罗素概念;富时罗素概念股;油品改革;两桶油改革;标普道琼斯A股;氢能源;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
53,品高股份,计算机-计算机应用-IT服务,1.58,国产软件;军工;国产替代;云计算;融资融券;转融券标的;数字经济;信创
54,梅安森,机械设备-专用设备-能源及重型设备,1.578,工业4.0;污水处理;PPP概念;乡村振兴;农村环境治理;物联网;智慧城市;创业板重组松绑;透明工厂;工业互联网;华为概念;专精特新
55,远东传动,交运设备-汽车零部件-汽车零部件Ⅲ,1.567,军民融合;工业4.0;军工;中原经济区;新能源汽车;中俄贸易概念;华为概念;机器人概念
56,百傲化学,基础化工-化学制品-农药,1.51,消毒剂
57,山东高速,交通运输-公路铁路运输-高速公路,1.475,国家科技大会;涉矿;一带一路;参股券商;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;山东国企改革;国企改革;参股银行
58,南方传媒,传媒-传媒-出版,1.474,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
59,中铁工业,交运设备-非汽车交运-轨交设备,1.306,一带一路;铁路基建;西部开发;融资融券;转融券标的;基建工程;轨道交通;高铁;中铁系;富时罗素概念股;MSCI概念;标普道琼斯A股;高端装备;抽水蓄能;磁悬浮;海上风电;地方国企改革;央企国企改革;中字头股票;国企改革
60,招商公路,交通运输-公路铁路运输-高速公路,1.299,公路建设;深股通;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;参股万达商业;光伏概念;地方国企改革;央企国企改革;国企改革
61,九州通,医药生物-医药商业-医药商业Ⅲ,1.231,空气净化;融资融券;沪股通;转融券标的;健康中国;医疗器械概念;医药电商;互联网医疗;富时罗素概念;富时罗素概念股;冷链物流;标普道琼斯A股;优先股概念;MSCI概念;辉瑞概念
62,凤凰传媒,传媒-传媒-出版,1.229,虚拟现实;新媒体;融资融券;网络游戏;大数据;平面媒体;转融券标的;VR平台;文化传媒;职业教育;手机游戏;蚂蚁金服概念;数据中心;在线教育;云计算;地方国企改革;江苏国企改革;国企改革;沪股通
63,中国出版,传媒-传媒-出版,1.203,文化传媒;知识产权保护;一带一路;融资融券;转融券标的;富时罗素概念;富时罗素概念股;融媒体;平面媒体;NFT概念;央企国企改革;中字头股票;国企改革
64,中钢国际,建筑装饰-建筑装饰-专业工程,1.11,央企控股;振兴东北;融资融券;转融券标的;基建工程;一带一路;3D打印;口罩;医疗废物处理;富时罗素概念股;标普道琼斯A股;节能环保;碳中和;工业4.0;深股通;超超临界发电;地方国企改革;央企国企改革;中字头股票;国企改革
65,盐津铺子,食品饮料-食品加工制造-休闲食品,1.108,电子商务;休闲零食;深股通;富时罗素概念;融资融券;转融券标的;养老金持股;年报预增
66,平高电气,电力设备-电力设备-输变电设备,1.015,一带一路;特高压;中原经济区;智能电网;融资融券;转融券标的;充电桩;新基建;富时罗素概念;富时罗素概念股;标普道琼斯A股;柔性直流输电;储能;高端装备;数字孪生;风电;地方国企改革;央企国企改革;国企改革;年报预增
67,唐山港,交通运输-港口航运-港口,0.977,京津冀一体化;环渤海;雄安新区;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;养老金持股;证金持股;地方国企改革;国企改革
68,中国通号,交运设备-非汽车交运-轨交设备,0.907,轨道交通;高铁;融资融券;转融券标的;沪股通;富时罗素概念;华为概念;MSCI概念;中铁系;地方国企改革;央企国企改革;中字头股票;国企改革
69,航天电子,国防军工-国防军工-航天装备,0.761,月球车;大容量通信;军民融合;融资融券;卫星导航;沪股通;航天系;航空航天;转融券标的;太赫兹;军工;集成电路概念;雷达;特高压;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;量子科技;无人机;芯片概念;太空经济;地方国企改革;央企国企改革;国企改革
70,中国中车,交运设备-非汽车交运-轨交设备,0.638,央企控股;融资租赁;参股保险;高铁;联通混改;PPP概念;有轨电车;铁路混改;融资融券;铁路基建;沪股通;电机电控;转融券标的;雄安新区;轨道交通;磁悬浮;高端装备;富时罗素概念;富时罗素概念股;标普道琼斯A股;新能源汽车;IGBT;燃料电池;MSCI概念;一带一路;活性炭;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;风电
71,中国卫星,国防军工-国防军工-航天装备,0.629,一带一路;国产替代;卫星导航;遥感技术;月球车;融资融券;阅兵;嫦娥概念;军民融合;航空航天;高端装备;大飞机;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
72,中国电信,通信-通信服务-通信服务Ⅲ,0.627,云计算;宽带中国;数据中心;物联网;大数据;5G;沪股通;网络电视;融资融券;转融券标的;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;6G概念
73,南方航空,交通运输-机场航运-航空运输,0.625,广州旅游;航空租赁;油价下调;央企控股;融资融券;沪股通;转融券标的;人民币升值;大消费;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;央企国企改革;地方国企改革;国企改革
74,祥源文旅,传媒-传媒-影视院线,0.603,在线教育;幼儿教育;网络游戏;文化传媒;手机游戏;动漫;IP概念;旅游;杭州亚运会;在线旅游;元宇宙
75,四川路桥,建筑装饰-建筑装饰-基础建设,0.53,西部开发;成渝特区;石墨烯;涉矿;成都天府新区;融资融券;沪股通;转融券标的;一带一路;正极材料;富时罗素概念;富时罗素概念股;标普道琼斯A股;铁矿石;碳中和;MSCI概念;锂电池;碳交易;PPP概念;地方国企改革;国企改革;年报预增;四川国企改革
76,凯伦股份,建筑材料-建筑材料-其他建材,0.469,长三角一体化;精装修;专精特新;光伏建筑一体化;噪声防治
77,柳药集团,医药生物-医药商业-医药商业Ⅲ,0.462,互联网医疗;融资融券;转融券标的;富时罗素概念;冷链物流;医药电商;标普道琼斯A股;中医药;辉瑞概念;富时罗素概念股
78,普路通,交通运输-物流-物流Ⅲ,0.353,电子信息;小米概念;融资租赁;跨境电商;供应链金融;区块链;储能;钠离子电池
79,朗博科技,交运设备-汽车零部件-汽车零部件Ⅲ,0.346,橡胶;新能源汽车
80,贵州轮胎,交运设备-汽车零部件-汽车零部件Ⅲ,0.346,橡胶;融资融券;军工;胎压监测;转融券标的;地方国企改革;国企改革;参股银行;贵州国企改革
81,青岛港,交通运输-港口航运-港口,0.342,沪股通;一带一路;华为概念;融资融券;中韩自贸区;转融券标的;富时罗素概念;富时罗素概念股;区块链;标普道琼斯A股;集装箱;股权转让;中俄贸易概念;地方国企改革;山东国企改革;国企改革
82,上海梅林,食品饮料-食品加工制造-肉制品,0.339,老字号;牛羊肉;融资融券;转融券标的;进口博览会;富时罗素概念;富时罗素概念股;预制菜;猪肉;标普道琼斯A股;上海国企改革;地方国企改革;国企改革;大消费;年报预增
83,中科星图,计算机-计算机应用-IT服务,0.296,融资融券;转融券标的;卫星导航;国产软件;大数据;无人机;军工;沪股通;央企国企改革;中字头股票;国企改革
84,交通银行,银行-银行-国有大型银行,0.2,浦东新区;融资融券;沪股通;村镇银行;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;跨境支付（CIPS）;MSCI概念;证金持股
85,大秦铁路,交通运输-公路铁路运输-铁路运输,0.142,铁路基建;铁路混改;融资融券;转融券标的;中铁系;富时罗素概念;富时罗素概念股;标普道琼斯A股;沪股通;MSCI概念;证金持股;央企国企改革;国企改革
86,潮宏基,轻工制造-家用轻工-饰品,0.138,奢侈品;黄金概念;小金属概念;网络直播;新零售;电子商务;迪士尼;培育钻石;NFT概念
87,宁沪高速,交通运输-公路铁路运输-高速公路,0.0,融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;江苏国企改革;国企改革
88,中国银行,银行-银行-国有大型银行,0.0,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;优先股概念;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股;中字头股票;国企改革
89,中国国贸,房地产-房地产开发-商业地产,-0.33,国际板;APEC会议;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;北京自贸区;中字头股票;国企改革
90,中国联通,通信-通信服务-通信服务Ⅲ,-0.33,智能家居;联通混改;央企控股;移动支付;通信基站;宽带中国;融资融券;区块链;沪股通;区块链应用;大数据;物联网;转融券标的;物联网平台层;物联网传输层;电信业整合;5G;富时罗素概念股;空铁WIFI;标普道琼斯A股;量子科技;MSCI概念;冬奥会;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;数据安全;6G概念
91,农业银行,银行-银行-国有大型银行,-0.337,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股
92,湘邮科技,计算机-计算机应用-IT服务,-0.479,电子信息;蚂蚁金服概念;国产软件;卫星导航;信创;安防;乡村振兴;智慧政务;国资云;云计算;数字经济;跨境电商;数据中心;数字乡村;央企国企改革;国企改革;移动支付;数字货币
93,京沪高铁,交通运输-公路铁路运输-铁路运输,-0.569,中铁系;铁路混改;高铁;融资融券;转融券标的;MSCI概念;平安资管持股;央企国企改革;国企改革
94,铁建重工,机械设备-专用设备-工程机械,-0.598,高端装备;磁悬浮;融资融券;抽水蓄能;转融券标的;央企国企改革;地方国企改革;国企改革
95,鸿合科技,电子-光学光电子-面板,-0.62,华为概念;手势识别;云办公;在线教育;创投;人工智能;托育服务;人民币贬值受益;年报预增
96,西藏药业,医药生物-中药-中药Ⅲ,-0.692,小额贷款;抗癌;中医药;医保目录;冬虫夏草;人脑工程;生物医药;医疗器械概念;生物疫苗;MSCI概念;沪股通;富时罗素概念;融资融券;转融券标的;年报预增
97,特发信息,通信-通信设备-通信线缆及配套,-0.913,宽带中国;光纤;光纤光缆;芯片概念;5G;军工;创投;融资融券;华为概念;转融券标的;特高压;富时罗素概念;富时罗素概念股;智慧城市;数据中心;标普道琼斯A股;云计算;大数据;国资云;IPV6;东数西算（算力）;航空航天;无人机;抖音概念;新基建;一带一路;地方国企改革;国企改革;深圳国企改革;广东国企改革;人工智能;信创;智能电网;粤港澳大湾区;共封装光学（CPO）;6G概念
98,中国交建,建筑装饰-建筑装饰-基础建设,-0.928,铁路基建;马歇尔计划;高铁;中巴经济走廊;融资融券;沪股通;转融券标的;基建工程;中非合作;一带一路;富时罗素概念;参股券商;水利;富时罗素概念股;标普道琼斯A股;雄安新区;公路建设;风电;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
99,徐工机械,机械设备-专用设备-工程机械,-1.087,马歇尔计划;高端装备;融资融券;深股通;转融券标的;新能源物流车;军工;工业4.0;工业互联网;机械装备;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;一带一路;挖掘机;地方国企改革;国企改革;证金持股
100,中国建筑,建筑装饰-建筑装饰-房屋建设,-1.146,央企控股;海绵城市;地下管网;融资融券;沪股通;转融券标的;基建工程;一带一路;中非合作;PPP概念;数字孪生;棚户区改造;富时罗素概念;富时罗素概念股;标普道琼斯A股;装配式建筑;MSCI概念;方舱医院;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
101,中科信息,计算机-计算机应用-IT服务,-1.228,大数据;智能医疗;区块链;密码安全管理;中科院系;烟草;医疗器械概念;华为概念;新型烟草;军工;智慧政务;华为鲲鹏;智能制造;数据中心;智慧城市;数字经济;人脸识别;云计算;人工智能;网络安全;数据安全;图像识别;国产软件;机器视觉;物联网;比亚迪概念;人脑工程;脑科学;信创;机器人概念;中字头股票;数字中国;央企国企改革;国企改革
102,贝斯美,基础化工-化学制品-农药,-1.614,共同富裕示范区;新材料概念;人民币贬值受益;年报预增
103,太辰光,通信-通信设备-通信网络设备及器件,-2.074,人民币贬值受益;光纤;5G;芯片概念;年报预增
104,米奥会展,社会服务-其他社会服务-专业服务,-2.158,一带一路;大数据;人民币贬值受益;电子商务;进口博览会;摘帽
105,明牌珠宝,轻工制造-家用轻工-饰品,-2.468,奢侈品;跨境电商;黄金租赁;融资融券;转融券标的;小金属概念;黄金概念;住房租赁;参股民营银行;租售同权;供应链金融;参股银行;光伏概念;TOPCON电池;HJT电池
106,工业富联,电子-消费电子-消费电子零部件及组装,-2.727,大数据;工业机器人;物联网;机器人概念;融资融券;转融券标的;工业互联网;苹果概念;沪股通;郭台铭概念;智慧城市;富时罗素概念;富时罗素概念股;台湾概念股;富士康概念;标普道琼斯A股;云计算;新能源汽车;5G;人工智能;同花顺漂亮100;智能制造;MSCI概念;虚拟现实
107,万兴科技,计算机-计算机应用-软件开发,-3.243,智能家居;物联网;国产软件;云办公;网红经济;虚拟现实;元宇宙;虚拟数字人;鸿蒙概念;电子商务;人民币贬值受益;AIGC概念;SAAS;信创;人工智能
108,博彦科技,计算机-计算机应用-IT服务,-3.357,创投;机器学习;人工智能;大数据;互联网金融;云计算;腾讯概念;金融科技;数字货币;抖音概念;深股通;网络安全;信创;ChatGPT概念;百度概念
109,华电重工,建筑装饰-建筑装饰-专业工程,-3.584,高端装备;海上风电;一带一路;核电;风电;国产替代;氢能源;超超临界发电;机器人概念;燃料电池;质子交换膜;融资融券;转融券标的;地方国企改革;央企国企改革;国企改革
110,佰维存储,电子-半导体及元件-集成电路设计,-5.082,转融券标的;先进封装（Chiplet）;科创次新股;国家大基金持股;芯片概念;新股与次新股;融资融券;数据存储;信创;专精特新;汽车芯片;消费电子概念;数据中心
