,股票简称,所属同花顺行业,最新涨跌幅,所属概念
54,东阿阿胶,医药生物-中药-中药Ⅲ,1.230,奢侈品;老字号;电子商务;医疗改革;超级品牌;融资融券;深股通;中医药;转融券标的;央视财经50;医保目录;富时罗素概念;富时罗素概念股;标普道琼斯A股;保健品;MSCI概念;大消费;预制菜;地方国企改革;央企国企改革;国企改革;年报预增
55,博硕科技,电子-消费电子-消费电子零部件及组装,1.210,转融券标的;富士康概念;汽车电子;消费电子概念;新型烟草;专精特新;融资融券
56,上海梅林,食品饮料-食品加工制造-肉制品,1.140,老字号;牛羊肉;融资融券;转融券标的;进口博览会;富时罗素概念;富时罗素概念股;预制菜;猪肉;标普道琼斯A股;上海国企改革;地方国企改革;国企改革;大消费;年报预增
57,鸿合科技,电子-光学光电子-面板,0.882,华为概念;手势识别;云办公;在线教育;创投;人工智能;托育服务;人民币贬值受益;年报预增
58,长源东谷,交运设备-汽车零部件-汽车零部件Ⅲ,0.813,国六标准、国六排放、国六;一体化压铸;新能源汽车;汽车电子
59,航民股份,纺织服装-纺织制造-印染,0.793,涉矿;融资融券;转融券标的;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;杭州亚运会;共同富裕示范区
60,东方电子,电力设备-电力设备-电气自控设备,0.750,智能表;物联网;充电桩;智能电网;智慧党建;节能环保;电力物联网;深股通;储能;数据中心;华为概念;虚拟电厂;机器人概念;融资融券;转融券标的;养老金持股;地方国企改革;山东国企改革;国企改革
61,首药控股,医药生物-化学制药-化学制剂,0.728,科创次新股;新股与次新股;融资融券;转融券标的;抗肿瘤;创新药
62,福瑞股份,医药生物-医疗器械-医疗设备,0.616,冬虫夏草;互联网医疗;医疗器械概念;创业板重组松绑;参股保险;中医药;三胎概念;家庭医生;肝炎概念;辉瑞概念;人民币贬值受益;融资融券;转融券标的
63,瑞尔特,轻工制造-家用轻工-其他家用轻工,0.527,智能家居
64,长沙银行,银行-银行-城商行,0.499,沪股通;融资融券;优先股概念;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股
65,奥普家居,家用电器-厨卫电器-厨卫电器Ⅲ,0.410,家用电器;精装修;华为概念;智能家居;杭州亚运会;年报预增
66,诺普信,基础化工-化学制品-农药,0.273,参股保险;登革热;农村电商;国家科技大会;乡村振兴;农村金融;互联网金融;草地贪夜蛾防治;融资融券;转融券标的;农业种植;富时罗素概念股;生态农业;草甘膦;标普道琼斯A股;数字乡村;土壤修复
67,南京证券,非银金融-证券-证券Ⅲ,0.213,融资融券;转融券标的;期货概念;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;参股基金;地方国企改革;国企改革
68,长虹美菱,家用电器-白色家电-冰洗,0.193,智能家居;电子商务;家用电器;独角兽概念;垃圾分类;冷链物流;工业互联网;参股新三板;医疗器械概念;疫苗存储;地热能;空气能热泵;小米概念;融资融券;转融券标的;地方国企改革;国企改革;血氧仪;一带一路;年报预增;人工智能;北交所概念
69,康恩贝,医药生物-中药-中药Ⅲ,0.000,抗癌;医药电商;抗肝癌;养老概念;智能医疗;融资融券;转融券标的;医保目录;中医药;医疗改革;互联网医疗;工业大麻;仿制药;富时罗素概念;富时罗素概念股;眼科医疗;MSCI概念;标普道琼斯A股;幽门螺杆菌概念;股权转让;专精特新;毛发医疗;仿制药一致性评价;创新药;地方国企改革;浙江国企改革;国企改革;蒙脱石散
70,亿晶光电,电力设备-电力设备-光伏设备,-3.499,分布式发电;新能源;融资融券;转融券标的;多晶硅;太阳能;蓝宝石;硅能源;光伏概念;TOPCON电池;绿色电力;光伏建筑一体化
71,顺鑫农业,食品饮料-饮料制造-白酒,-1.710,猪肉收储;老字号;融资融券;深股通;转融券标的;猪肉;白酒概念;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;冬奥会;地方国企改革;国企改革
72,长龄液压,机械设备-专用设备-工程机械,-1.491,高端装备;专精特新;长三角一体化;减速器
73,巴比食品,食品饮料-食品加工制造-其他食品,-1.214,大消费;电子商务;预制菜
74,中国太保,非银金融-保险及其他-保险,-1.013,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;蚂蚁金服概念;标普道琼斯A股;MSCI概念;参股银行
75,锦盛新材,美容护理-美容护理-化妆品,-0.449,化妆护肤品;可降解塑料;人民币贬值受益
76,龙建股份,建筑装饰-建筑装饰-基础建设,-0.437,海绵城市;PPP概念;创投;黑龙江自贸区;一带一路;农村电商;新型城镇化;振兴东北;水利;基建工程;乡村振兴;地方国企改革;国企改革;旅游
77,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,-0.342,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
78,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,-0.109,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
