,股票简称,所属同花顺行业,最新涨跌幅,所属概念
17,深桑达A,建筑装饰-建筑装饰-专业工程,3.433,高铁;节能照明;电子信息;安防;智慧城市;柔性屏;深股通;生物安全;大数据;国资云;智慧党建;方舱医院;数字经济;数字乡村;智能交通;数据中心;碳中和;粤港澳大湾区;绿色电力;数据安全;智慧政务;国产操作系统;数字孪生;体育产业;融资融券;转融券标的;元宇宙;信创;轨道交通;地方国企改革;央企国企改革;国企改革;数据确权
18,嘉和美康,计算机-计算机应用-软件开发,3.368,阿里巴巴概念;DRG/DIP;互联网医疗;数据中心;大数据;人工智能;融资融券;数字经济;转融券标的
19,永鼎股份,通信-通信设备-通信线缆及配套,3.037,电子信息;网络安全;宽带中国;光纤光缆;大数据;长三角一体化;融资融券;转融券标的;富时罗素概念;芯片概念;富时罗素概念股;标普道琼斯A股;华为汽车;华为概念;新能源汽车;5G;一带一路;专精特新;参股银行;年报预增;超导概念
20,山大地纬,计算机-计算机应用-软件开发,2.905,融资融券;转融券标的;互联网医疗;国产软件;区块链应用;区块链;高校;华为概念;DRG/DIP;智慧政务;数据确权
21,启明星辰,计算机-计算机应用-软件开发,2.797,云计算;腾讯概念;国家科技大会;电子信息;深股通;转融券标的;智慧城市;美团概念股;军民融合;工业互联网;网络安全;边缘计算;国产软件;大数据;VPN;富时罗素概念;富时罗素概念股;黑洞概念;MSCI概念;标普道琼斯A股;车联网;数据安全;数据中心;数字经济;电子身份证;军工;东数西算（算力）;华为概念;华为欧拉;融资融券;信创
22,润泽科技,计算机-计算机应用-IT服务,2.566,食品包装;工业4.0;创业板重组松绑;数据中心;东数西算（算力）;年报预增
23,普联软件,计算机-计算机应用-软件开发,2.186,国产软件;区块链;小米概念;融资融券;转融券标的;信创;数字经济
24,彩讯股份,计算机-计算机应用-IT服务,2.036,大数据;区块链;云办公;数字营销;华为概念;富媒体;网络安全;参股新三板;虚拟现实;华为鲲鹏;5G;智慧政务;鸿蒙概念;信创;数字经济;ChatGPT概念;百度概念;虚拟数字人;6G概念;元宇宙;人工智能
25,中国卫星,国防军工-国防军工-航天装备,1.915,国产替代;一带一路;卫星导航;月球车;遥感技术;融资融券;嫦娥概念;军民融合;航空航天;大飞机;高端装备;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;6G概念
26,华策影视,传媒-传媒-影视院线,1.724,明星参股概念;新媒体;参股新三板;网络游戏;IP概念;在线旅游;网络视频;深股通;网络直播;转融券标的;VR影视;虚拟现实;手机游戏;大数据;动漫;冰雪产业;影视娱乐;富时罗素概念;富时罗素概念股;体育产业;网红经济;文化传媒;NFT概念;知识产权保护;元宇宙;融资融券;AIGC概念
27,海澜之家,纺织服装-服装家纺-服装,0.977,智能物流;阿里巴巴概念;融资融券;腾讯概念;转融券标的;新零售;网络直播;电子商务;富时罗素概念股;标普道琼斯A股;消费金融;MSCI概念;三胎概念;大消费;证金持股
28,比音勒芬,纺织服装-服装家纺-服装,0.743,体育产业;深股通;口罩;网红经济;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;融资融券;转融券标的
29,震有科技,通信-通信设备-其他通信设备,0.618,融资融券;转融券标的;5G;智慧城市;军工;卫星导航;6G概念
30,粤高速A,交通运输-公路铁路运输-高速公路,0.375,广东基建;参股券商;南沙新区;粤港澳大湾区;富时罗素概念股;标普道琼斯A股;深股通;广东国企改革;地方国企改革;国企改革
31,西藏药业,医药生物-中药-中药Ⅲ,0.327,小额贷款;抗癌;中医药;医保目录;冬虫夏草;人脑工程;生物医药;医疗器械概念;生物疫苗;MSCI概念;沪股通;富时罗素概念;融资融券;转融券标的;年报预增
32,纽威股份,机械设备-通用设备-金属制品,0.249,页岩气;融资融券;转融券标的;氢能源;核电;风电;一带一路;地热能
33,甘源食品,食品饮料-食品加工制造-休闲食品,0.217,大消费;社区团购;休闲零食;抖音小店;新零售;电子商务;网络直播
34,紫光股份,计算机-计算机应用-IT服务,-0.724,IPV6;TMT;智能路由器;融资租赁;人工智能;国产替代;智能交通;超级计算机;参股新三板;癌症定量检测;电子信息;电子书;融资融券;AI芯片;深股通;5G主设备;转融券标的;物联网平台层;物联网;大数据;态势感知;富时罗素概念;富时罗素概念股;网络切片;标普道琼斯A股;紫光系;国产操作系统;机器人概念;芯片概念;网络安全;WiFi 6;东数西算（算力）;国资云;5G;MSCI概念;云计算;养老金持股;冬奥会;共封装光学（CPO）
35,宝信软件,计算机-计算机应用-IT服务,-0.755,电子信息;车联网;智能汽车;国产软件;云计算;工业互联网;大数据;边缘计算;沪股通;上海自贸区;融资融券;转融券标的;数据中心;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;地方国企改革;央企国企改革;国企改革
36,南方传媒,传媒-传媒-出版,-0.999,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
37,中国移动,通信-通信服务-通信服务Ⅲ,-1.335,5G;沪股通;元宇宙;世界杯;融资融券;转融券标的;虚拟数字人;超清视频;杭州亚运会;电子竞技;央企国企改革;中字头股票;国企改革;6G概念
38,电科数字,计算机-计算机应用-IT服务,-1.349,电子信息;沪股通;大数据;融资融券;云计算;网络安全;转融券标的;标普道琼斯A股;车联网;华为概念;智能建筑;数据中心;WiFi 6;跨境支付（CIPS）;信创;中国电科系;国产软件;数字乡村;国资云;地方国企改革;央企国企改革;国企改革
39,向日葵,医药生物-化学制药-化学制剂,-1.563,分布式发电;生物医药;高血压药
40,昂利康,医药生物-化学制药-化学制剂,-2.139,仿制药一致性评价;幽门螺杆菌概念;共同富裕示范区;高血压药
41,远光软件,计算机-计算机应用-软件开发,-2.282,大数据反恐;军民融合;横琴新区;电子信息;融资融券;转融券标的;区块链应用;创投;大数据;电力物联网;深股通;区块链;华为概念;富时罗素概念;充电桩;富时罗素概念股;国产软件;标普道琼斯A股;碳中和;光伏概念;云计算;人工智能;虚拟电厂;信创;地方国企改革;央企国企改革;国企改革;华为鲲鹏;国资云;百度概念
42,新化股份,基础化工-化学制品-其他化学制品,-2.289,污水处理;消毒剂;集成电路概念;烟草;氢氟酸;磷化工;盐湖提锂;融资融券;转融券标的;年报预增
43,中国电信,通信-通信服务-通信服务Ⅲ,-2.5,云计算;宽带中国;数据中心;物联网;大数据;5G;沪股通;网络电视;融资融券;转融券标的;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;6G概念
44,汉得信息,计算机-计算机应用-IT服务,-3.123,国产替代;大数据反恐;腾讯概念;融资融券;深股通;转融券标的;大数据;工业互联网;长三角一体化;云计算;华为概念;区块链;国产软件;C2M概念;富时罗素概念;富时罗素概念股;数据中心;百度概念;智能制造;信创;年报预增
45,新城市,建筑装饰-建筑装饰-工程咨询服务,-5.821,智慧停车;垃圾分类;乡村振兴;智慧城市;华为概念;海绵城市;换电概念;新型城镇化;地下管网
46,中公高科,建筑装饰-建筑装饰-工程咨询服务,-7.44,公路建设;大数据;中字头股票;央企国企改革;国企改革;国资云;数字经济
47,赛恩斯,环保-环保-综合环境治理,-7.476,转融券标的;新股与次新股;科创次新股;节能环保;融资融券
48,澳弘电子,电子-半导体及元件-印制电路板,-7.906,汽车电子;PCB概念;新能源汽车
49,中航电测,国防军工-国防军工-军工电子,-14.689,军民融合;工业机器人;中航系;深股通;专精特新;传感器;融资融券;转融券标的;中字头股票;央企国企改革;地方国企改革;国企改革;机器人概念;智能交通;军工;成飞概念
