,股票简称,所属同花顺行业,最新涨跌幅,所属概念
21,海澜之家,纺织服装-服装家纺-服装,2.288,智能物流;阿里巴巴概念;融资融券;腾讯概念;转融券标的;新零售;网络直播;电子商务;富时罗素概念股;标普道琼斯A股;消费金融;MSCI概念;三胎概念;大消费;证金持股
22,星源卓镁,交运设备-汽车零部件-汽车零部件Ⅲ,12.703,专精特新;转融券标的;注册制次新股;融资融券;新能源汽车;新材料概念;新股与次新股
23,三变科技,电力设备-电力设备-输变电设备,10.042,智能电网;小额贷款;储能;光伏概念;风电;专精特新;融资融券;转融券标的;地方国企改革;国企改革;共同富裕示范区;年报预增
24,华金资本,非银金融-保险及其他-多元金融,10.041,IPV6;横琴新区;重金属治理;元器件;参股新三板;独角兽概念;创投;石墨烯;口罩;参股券商;污水处理;澳交所概念;锂电池;粤港澳大湾区;地方国企改革;广东国企改革;珠海国企改革;国企改革
25,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,1.725,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
26,海德股份,非银金融-保险及其他-多元金融,1.628,三沙;金改;土地增值;海南自贸区;深股通;储能;钒电池;债转股(AMC概念);海南旅游岛;金融科技;融资融券;转融券标的;年报预增
27,向日葵,医药生物-化学制药-化学制剂,1.613,分布式发电;生物医药;高血压药
28,武商集团,商贸零售-零售-百货零售,1.469,武汉金改;武汉自贸区;融资融券;电子商务;深股通;商超百货;转融券标的;新零售;富时罗素概念;免税店;社区团购;标普道琼斯A股;参股民营银行;消费金融;预制菜;富时罗素概念股;露营经济;白酒概念;物流电商平台;一带一路;地方国企改革;国企改革;参股银行
29,航民股份,纺织服装-纺织制造-印染,1.351,涉矿;融资融券;转融券标的;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;杭州亚运会;共同富裕示范区
30,龙磁科技,有色金属-金属新材料-磁性材料,1.349,稀土永磁;新材料概念;新能源汽车;专精特新;光伏概念
31,皮阿诺,轻工制造-家用轻工-家具,1.230,智能家居;粤港澳大湾区;物联网;网红经济;电子商务;C2M概念;精装修;全屋定制;恒大概念
32,冠豪高新,轻工制造-造纸-造纸Ⅲ,1.080,高岭土概念;人民币升值;造纸转暖;融资融券;诚通系;转融券标的;纸浆;可降解塑料;烟草;氢能源;军工;地方国企改革;央企国企改革;国企改革;年报预增
33,赛科希德,医药生物-医疗器械-体外诊断,1.008,医疗器械概念;体外诊断;转融券标的;融资融券
34,永艺股份,轻工制造-家用轻工-家具,0.800,抖音小店;富时罗素概念股;工业4.0;电子商务;标普道琼斯A股;抖音概念;健康中国;智能制造;人民币贬值受益;年报预增
35,淳中科技,计算机-计算机设备-计算机设备Ⅲ,0.776,安防;军工;超清视频;芯片概念;航空航天;智慧城市
36,容知日新,机械设备-仪器仪表-仪器仪表Ⅲ,0.761,融资融券;高端装备;工业4.0;转融券标的;专精特新
37,南钢股份,黑色金属-钢铁-普钢,0.746,参股新三板;工业4.0;人工智能;创投;互联网钢铁;铁矿石;涉矿;可燃冰;核电;融资融券;转融券标的;一带一路;沪股通;工业互联网;C2M概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;债转股(AMC概念);养老金持股
38,海兴电力,电力设备-电力设备-电气自控设备,0.480,沪股通;智能电网;物联网感知层;物联网;电力物联网;一带一路;富时罗素概念;富时罗素概念股;标普道琼斯A股;充电桩;储能;光伏概念;人民币贬值受益;融资融券;转融券标的;养老金持股;年报预增
39,博硕科技,电子-消费电子-消费电子零部件及组装,0.390,转融券标的;富士康概念;汽车电子;消费电子概念;新型烟草;专精特新;融资融券
40,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,0.253,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
41,威海广泰,机械设备-专用设备-其他专用设备,0.177,私人飞机;环渤海;除雪概念;消防装备;通用航空;无人机;医疗器械概念;高端装备;军工;方舱医院;大飞机;年报预增;成飞概念;换电概念
42,太阳纸业,轻工制造-造纸-造纸Ⅲ,0.079,人民币升值;造纸转暖;融资融券;深股通;转融券标的;纸浆;富时罗素概念;富时罗素概念股;代糖概念;食品包装;MSCI概念;标普道琼斯A股
43,松炀资源,轻工制造-造纸-造纸Ⅲ,0.070,节能环保;粤港澳大湾区;循环经济;摘帽
44,东阿阿胶,医药生物-中药-中药Ⅲ,0.000,老字号;奢侈品;电子商务;医疗改革;超级品牌;融资融券;深股通;中医药;转融券标的;央视财经50;医保目录;富时罗素概念;富时罗素概念股;标普道琼斯A股;保健品;MSCI概念;大消费;预制菜;地方国企改革;央企国企改革;国企改革;年报预增
45,有友食品,食品饮料-食品加工制造-休闲食品,-5.559,休闲零食;大消费;电子商务;预制菜
46,大豪科技,机械设备-自动化设备-工控设备,-3.693,国产软件;国产操作系统;融资融券;转融券标的;芯片概念;标普道琼斯A股;沪股通;数字经济;网络安全;北京国企改革;地方国企改革;国企改革
47,神通科技,交运设备-汽车零部件-汽车零部件Ⅲ,-2.531,新能源汽车;特斯拉;毫米波雷达
48,思进智能,机械设备-通用设备-机床工具,-1.780,国产替代;高端装备;工业母机;专精特新;新能源汽车;军工;智能制造
49,泰坦股份,机械设备-专用设备-纺织服装设备,-1.500,共同富裕示范区;长三角一体化;参股银行;年报预增
50,岱美股份,交运设备-汽车零部件-汽车零部件Ⅲ,-1.316,沪股通;特斯拉;蔚来汽车概念;标普道琼斯A股;新能源汽车;融资融券;转融券标的
51,金冠电气,电力设备-电力设备-输变电设备,-1.264,特高压;柔性直流输电;融资融券;转融券标的;充电桩;储能
52,苏泊尔,家用电器-小家电-小家电Ⅲ,-1.049,国际板;家用电器;融资融券;深股通;转融券标的;大消费;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股
53,岳阳林纸,轻工制造-造纸-造纸Ⅲ,-0.390,造纸转暖;诚通系;雄安新区;人民币升值;纸浆;工业大麻;融资融券;转融券标的;碳中和;以纸代塑概念;污水处理;林场改革;园林开发;碳交易;PPP概念;地方国企改革;央企国企改革;国企改革;年报预增
