,股票简称,所属同花顺行业,最新涨跌幅,所属概念
25,鸿路钢构,建筑装饰-建筑装饰-专业工程,5.095,线材;工业4.0;PPP概念;装配式建筑;深股通;MSCI概念;光伏概念;融资融券;转融券标的
26,恒为科技,计算机-计算机设备-计算机设备Ⅲ,5.081,云计算;网络切片;国产软件;网络安全;IPV6;数字孪生;国产操作系统;物联网;国产替代;智慧城市;人工智能;大数据;机器学习;工业4.0;华为概念;数据中心;边缘计算;鸿蒙概念;数据安全;5G主设备;专精特新;东数西算（算力）;5G;能源互联网;工业互联网;智能制造;智能电网;机器人概念;信创;创投;军工;新能源
27,金牌厨柜,轻工制造-家用轻工-家具,4.457,沪股通;精装修;标普道琼斯A股
28,燕京啤酒,食品饮料-饮料制造-啤酒,4.303,融资融券;深股通;转融券标的;啤酒概念;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;世界杯;地方国企改革;国企改革;冬奥会;年报预增
29,鸿合科技,电子-光学光电子-面板,3.894,华为概念;手势识别;云办公;在线教育;创投;人工智能;托育服务;人民币贬值受益;年报预增
30,远光软件,计算机-计算机应用-软件开发,3.763,大数据反恐;军民融合;横琴新区;电子信息;融资融券;转融券标的;区块链应用;创投;大数据;电力物联网;深股通;区块链;华为概念;富时罗素概念;充电桩;富时罗素概念股;国产软件;标普道琼斯A股;碳中和;光伏概念;云计算;人工智能;虚拟电厂;信创;地方国企改革;央企国企改革;国企改革;华为鲲鹏;国资云
31,汇川技术,机械设备-自动化设备-工控设备,3.62,央视财经50;工业4.0;工控信息安全;融资融券;深股通;工业机器人;电机电控;转融券标的;新能源汽车;新能源整车;工业互联网;新基建;富时罗素概念;富时罗素概念股;小鹏汽车概念;同花顺漂亮100;机器人概念;储能;工业母机;换电概念;MSCI概念;轨道交通;机器视觉
32,皖通高速,交通运输-公路铁路运输-高速公路,3.609,融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;安徽国企改革;国企改革
33,中通国脉,通信-通信服务-通信服务Ⅲ,3.483,融资融券;转融券标的;数据中心;5G;时空大数据
34,太辰光,通信-通信设备-通信网络设备及器件,3.318,人民币贬值受益;光纤;5G;芯片概念;年报预增
35,徐工机械,机械设备-专用设备-工程机械,3.199,马歇尔计划;高端装备;融资融券;深股通;转融券标的;新能源物流车;军工;工业4.0;工业互联网;机械装备;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;一带一路;挖掘机;地方国企改革;国企改革;证金持股
36,神州泰岳,传媒-传媒-游戏,3.158,职业教育;电子信息;在线教育;融资融券;机器人概念;深股通;5G;转融券标的;服务机器人;区块链应用;征信;大数据;手机游戏;工业互联网;人工智能;物联网;区块链;态势感知;网络安全;密码安全管理;智慧城市;富时罗素概念;富时罗素概念股;富媒体;电力物联网;华为概念;IPV6;智能电网;人脸识别;创投;边缘计算;数字孪生;智慧政务;数据安全;乡村振兴;数字经济;人民币贬值受益;AIGC概念;ChatGPT概念;信创
37,万泽股份,医药生物-生物制品-其他生物制品,2.95,涉矿;生物医药;医保目录;大飞机;航空发动机;军工;融资融券;转融券标的
38,铖昌科技,国防军工-国防军工-军工电子,2.793,核准制次新股;专精特新;军工;氮化镓;芯片概念;新股与次新股;集成电路概念;共同富裕示范区;第三代半导体;雷达;军民融合;卫星导航;国产替代;射频器;砷化镓;杭州湾大湾区;芯片设计;5G;遥感技术;基站射频;融资融券;转融券标的
39,兰生股份,社会服务-其他社会服务-专业服务,2.708,西尼罗病毒;霍乱;生物医药;融资融券;转融券标的;进口博览会;富时罗素概念股;参股券商;标普道琼斯A股;证金持股;上海国企改革;地方国企改革;国企改革
40,金诚信,有色金属-工业金属-铜,2.683,磷化工;中非合作;黄金概念;稀有金属;金属铜;融资融券;转融券标的;白银
41,贵州轮胎,交运设备-汽车零部件-汽车零部件Ⅲ,2.66,橡胶;融资融券;军工;胎压监测;转融券标的;地方国企改革;国企改革;参股银行;贵州国企改革
42,博彦科技,计算机-计算机应用-IT服务,2.612,创投;机器学习;人工智能;大数据;互联网金融;云计算;腾讯概念;金融科技;数字货币;抖音概念;深股通;网络安全;信创;ChatGPT概念;百度概念
43,中国中车,交运设备-非汽车交运-轨交设备,2.591,央企控股;雄安交通;融资租赁;参股保险;高铁;联通混改;PPP概念;有轨电车;铁路混改;融资融券;铁路基建;沪股通;电机电控;转融券标的;雄安新区;轨道交通;磁悬浮;高端装备;富时罗素概念;富时罗素概念股;标普道琼斯A股;新能源汽车;IGBT;燃料电池;MSCI概念;一带一路;活性炭;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;风电
44,汉得信息,计算机-计算机应用-IT服务,2.517,国产替代;大数据反恐;腾讯概念;融资融券;深股通;转融券标的;大数据;供应链金融;工业互联网;长三角一体化;云计算;华为概念;区块链;国产软件;C2M概念;富时罗素概念;富时罗素概念股;在线教育;数据中心;百度概念;智能制造;信创;年报预增
45,中国长城,计算机-计算机设备-计算机设备Ⅲ,2.461,电子信息;车联网;TMT;深股通;挖矿设备;智慧城市;大数据;人工智能;谷歌概念;军民融合;军工;云计算;网络安全;融资融券;华为概念;芯片概念;国产操作系统;区块链;转融券标的;数据中心;5G;集成电路概念;卫星导航;汽车电子;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;量子科技;海工装备;分拆上市意愿;钠离子电池;锂电池;东数西算（算力）;数字经济;疫情监测;国产软件;粤港澳大湾区;信创;地方国企改革;央企国企改革;中字头股票;国企改革
46,掌趣科技,传媒-传媒-游戏,2.413,IP概念;腾讯概念;文化传媒;深股通;网络直播;网络游戏;手机游戏;融资融券;转融券标的;富时罗素概念;富时罗素概念股;虚拟现实
47,中国联通,通信-通信服务-通信服务Ⅲ,2.41,移动支付;智能家居;央企控股;通信基站;宽带中国;联通混改;融资融券;区块链;沪股通;区块链应用;大数据;物联网;转融券标的;5G运营商;物联网平台层;物联网传输层;电信业整合;5G;富时罗素概念股;空铁WIFI;标普道琼斯A股;量子科技;MSCI概念;冬奥会;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;数据安全
48,梅安森,机械设备-专用设备-能源及重型设备,2.371,污水处理;PPP概念;工业4.0;乡村振兴;农村环境治理;物联网;智慧城市;创业板重组松绑;透明工厂;工业互联网;华为概念;专精特新
49,恒源煤电,煤炭-煤炭开采加工-煤炭开采,2.288,油价上调;动力煤;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;煤炭概念;融资租赁;地方国企改革;安徽国企改革;国企改革;年报预增
50,恒林股份,轻工制造-家用轻工-家具,2.268,小米概念;人民币贬值受益;精装修;跨境电商
51,盐津铺子,食品饮料-食品加工制造-休闲食品,2.245,电子商务;休闲零食;深股通;富时罗素概念;融资融券;转融券标的;养老金持股;年报预增
52,华电重工,建筑装饰-建筑装饰-专业工程,2.22,高端装备;海上风电;一带一路;核电;风电;国产替代;氢能源;超超临界发电;机器人概念;燃料电池;质子交换膜;融资融券;转融券标的;地方国企改革;央企国企改革;国企改革
53,中国石化,石油石化-石油加工贸易-石油加工,2.105,央企控股;油气管网;油价上调;融资融券;沪股通;转融券标的;一带一路;聚丙烯;油气开采;页岩气;可燃冰;天然气;富时罗素概念;富时罗素概念股;油品改革;两桶油改革;标普道琼斯A股;氢能源;MSCI概念;证金持股;央企国企改革;地方国企改革;中字头股票;国企改革
54,网达软件,计算机-计算机应用-软件开发,2.084,网络直播;超清视频;国产软件;国产操作系统;华为概念;上海自贸区;虚拟现实;SAAS;人工智能;虚拟数字人;元宇宙;世界杯;信创;在线教育;冬奥会;AIGC概念
55,科大讯飞,计算机-计算机应用-软件开发,2.045,大数据反恐;人脸识别;智能医疗;电子书;央视财经50;智慧党建;智能音箱;虚拟机器人;智能穿戴;智能终端;阅兵;融资融券;机器学习;智能电视;雄安新区;深股通;独角兽概念;转融券标的;车联网;服务机器人;语音技术;蔚来汽车概念;在线教育;智能家居;机器人概念;人脑工程;智慧城市;人工智能;商汤科技概念;数字孪生;国产软件;智能汽车;寒武纪概念;富时罗素概念;富时罗素概念股;高校;无线耳机;标普道琼斯A股;京东概念;量子科技;华为概念;数字中国;同花顺漂亮100;工业互联网;元宇宙;虚拟数字人;东数西算（算力）;家庭医生;MSCI概念;AIGC概念;国企改革;ChatGPT概念
56,珠江啤酒,食品饮料-饮料制造-啤酒,2.018,南沙新区;融资融券;深股通;转融券标的;啤酒概念;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;世界杯;地方国企改革;广东国企改革;国企改革
57,美瑞新材,基础化工-化学制品-聚氨酯,1.802,新材料概念;可降解塑料;华为概念;专精特新;露营经济
58,甘源食品,食品饮料-食品加工制造-休闲食品,1.559,大消费;社区团购;休闲零食;抖音小店;新零售;电子商务;网络直播
59,中科星图,计算机-计算机应用-IT服务,1.533,融资融券;转融券标的;卫星导航;国产软件;大数据;无人机;军工;沪股通;央企国企改革;中字头股票;国企改革
60,南方传媒,传媒-传媒-出版,1.27,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
61,海能达,通信-通信设备-通信网络设备及器件,1.246,安防;电子信息;骨传导;反恐;宽带中国;深股通;专网通信;物联网平台层;物联网;智慧城市;互联网金融;融资融券;区块链;转融券标的;口罩;卫星导航;5G;富时罗素概念;富时罗素概念股;黑洞概念;标普道琼斯A股;汽车电子;俄乌冲突概念;中俄贸易概念;人民币贬值受益
62,寿仙谷,医药生物-中药-中药Ⅲ,1.132,中医药;老字号;保健品;工业大麻;维生素;数字经济
63,中铁工业,交运设备-非汽车交运-轨交设备,1.112,铁路基建;一带一路;西部开发;融资融券;转融券标的;基建工程;轨道交通;高铁;中铁系;富时罗素概念股;MSCI概念;标普道琼斯A股;高端装备;抽水蓄能;磁悬浮;海上风电;地方国企改革;央企国企改革;中字头股票;国企改革
64,长源东谷,交运设备-汽车零部件-汽车零部件Ⅲ,1.076,国六标准、国六排放、国六;一体化压铸;新能源汽车;汽车电子
65,共进股份,通信-通信设备-通信终端及配件,1.015,宽带中国;基因测序;智能家居;虚拟现实;沪股通;物联网平台层;物联网应用层;智能医疗;物联网;医疗器械概念;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;通信基站;5G;F5G概念;传感器;芯片封装测试;芯片概念;人民币贬值受益;汽车电子
66,山东高速,交通运输-公路铁路运输-高速公路,1.003,涉矿;国家科技大会;一带一路;参股券商;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;山东国企改革;国企改革;参股银行
67,寒武纪,电子-半导体及元件-集成电路设计,0.993,融资融券;转融券标的;芯片概念;人工智能;阿里巴巴概念;国产操作系统;边缘计算;MSCI概念;东数西算（算力）;先进封装（Chiplet）
68,七匹狼,纺织服装-服装家纺-服装,0.99,互联网保险;融资融券;抗寒;转融券标的;口罩;参股保险;电子商务;证金持股
69,苏泊尔,家用电器-小家电-小家电Ⅲ,0.874,国际板;家用电器;融资融券;深股通;转融券标的;大消费;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股
70,招商公路,交通运输-公路铁路运输-高速公路,0.826,公路建设;深股通;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;参股万达商业;光伏概念;地方国企改革;央企国企改革;国企改革
71,柳药集团,医药生物-医药商业-医药商业Ⅲ,0.775,互联网医疗;融资融券;转融券标的;富时罗素概念;冷链物流;医药电商;标普道琼斯A股;中医药;辉瑞概念;富时罗素概念股
72,浪潮信息,计算机-计算机设备-计算机设备Ⅲ,0.63,两会;OGS触控屏;军工;IPV6;智能路由器;国产软件;国产替代;超级计算机;透明计算;数据存储;融资融券;显卡;深股通;转融券标的;GPU;人工智能;智慧城市;机器学习;美团概念股;网易概念;边缘计算;数据中心;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;国产操作系统;东数西算（算力）;国资云;抖音概念;云计算;电子信息;元宇宙;信创;AIGC概念;地方国企改革;山东国企改革;国企改革;百度概念
73,中国银行,银行-银行-国有大型银行,0.617,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;优先股概念;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股;中字头股票;国企改革
74,交通银行,银行-银行-国有大型银行,0.61,浦东新区;融资融券;沪股通;村镇银行;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;跨境支付（CIPS）;MSCI概念;证金持股
75,好太太,轻工制造-家用轻工-家具,0.571,电子商务;智能家居;阿里巴巴概念;标普道琼斯A股
76,格力电器,家用电器-白色家电-空调,0.522,央视财经50;融资融券;深股通;转融券标的;机器人概念;工业互联网;智能家居;大消费;家用电器;芯片概念;口罩;富时罗素概念;新零售;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MCU芯片;超级品牌;锂电池;储能;芯片设计;MSCI概念;空气能热泵;证金持股
77,青岛啤酒,食品饮料-饮料制造-啤酒,0.517,老字号;超级品牌;厄尔尼诺概念;央视财经50;融资融券;沪股通;转融券标的;啤酒概念;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MSCI概念;大消费;世界杯;证金持股;地方国企改革;国企改革;山东国企改革
78,启明星辰,计算机-计算机应用-软件开发,0.451,云计算;腾讯概念;国家科技大会;电子信息;深股通;转融券标的;智慧城市;美团概念股;军民融合;工业互联网;网络安全;边缘计算;国产软件;大数据;阅兵;VPN;富时罗素概念;富时罗素概念股;黑洞概念;MSCI概念;标普道琼斯A股;车联网;数据安全;数据中心;数字经济;电子身份证;军工;东数西算（算力）;华为概念;华为欧拉;融资融券;信创
79,博汇科技,计算机-计算机应用-IT服务,0.442,融资融券;转融券标的;云计算;人工智能;大数据;文化传媒;国产软件;超清视频;在线教育;数字孪生;信创;冬奥会
80,浪潮软件,计算机-计算机应用-IT服务,0.293,电子信息;融资融券;转融券标的;大数据;工业互联网;国产软件;边缘计算;富时罗素概念;富时罗素概念股;标普道琼斯A股;数字中国;国资云;信创;智慧政务;地方国企改革;山东国企改革;国企改革;年报预增
81,金桥信息,计算机-计算机应用-IT服务,0.273,智能终端;智慧党建;上海自贸区;金融科技;云办公;蚂蚁金服概念;华为概念;智慧政务;信创;web3.0;在线教育;数据确权;人工智能
82,四川路桥,建筑装饰-建筑装饰-基础建设,0.227,西部开发;成渝特区;石墨烯;成都天府新区;涉矿;融资融券;沪股通;转融券标的;一带一路;正极材料;富时罗素概念;富时罗素概念股;标普道琼斯A股;铁矿石;碳中和;MSCI概念;锂电池;碳交易;PPP概念;地方国企改革;国企改革;年报预增;四川国企改革
83,轻纺城,商贸零售-零售-商业物业经营,0.206,跨境电商;融资融券;转融券标的;电子商务;创投;地方国企改革;浙江国企改革;国企改革;参股银行;年报预增
84,中国移动,通信-通信服务-通信服务Ⅲ,0.142,5G;沪股通;元宇宙;世界杯;融资融券;转融券标的;虚拟数字人;超清视频;杭州亚运会;电子竞技;央企国企改革;中字头股票;国企改革;6G概念
85,昆药集团,医药生物-中药-中药Ⅲ,0.107,抗癌;融资融券;沪股通;转融券标的;中医药;保健品;富时罗素概念;富时罗素概念股;标普道琼斯A股;医保目录;疟疾;青蒿素;工业大麻;养老金持股;国企改革;央企国企改革
86,中国太保,非银金融-保险及其他-保险,0.105,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;蚂蚁金服概念;标普道琼斯A股;MSCI概念;参股银行
87,佳禾食品,食品饮料-食品加工制造-乳品,0.049,代糖概念;大消费;电子商务
88,箭牌家居,轻工制造-家用轻工-其他家用轻工,0.042,智能家居;核准制次新股;新股与次新股;抖音概念;电子商务;新零售;网络直播;节能环保;华为概念
89,淳中科技,计算机-计算机设备-计算机设备Ⅲ,0.0,安防;军工;超清视频;芯片概念;航空航天;智慧城市
90,航天电子,国防军工-国防军工-航天装备,-0.257,大容量通信;月球车;军民融合;融资融券;卫星导航;沪股通;航天系;航空航天;转融券标的;太赫兹;军工;集成电路概念;雷达;特高压;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;量子科技;无人机;芯片概念;太空经济;地方国企改革;央企国企改革;国企改革
91,百合花,基础化工-化学制品-涂料油墨,-0.336,钠离子电池;锂电池
92,铁建重工,机械设备-专用设备-工程机械,-0.406,高端装备;磁悬浮;融资融券;抽水蓄能;转融券标的;央企国企改革;地方国企改革;国企改革
93,英方软件,计算机-计算机应用-软件开发,-0.513,融资融券;转融券标的;数据安全;新股与次新股;科创次新股;数字经济
94,云赛智联,计算机-计算机应用-软件开发,-0.756,云计算;安防;老八股;PPP概念;智慧城市;国产软件;融资融券;军工;转融券标的;食品安全;智慧政务;数据中心;疫情监测;雷达;信创;上海国企改革;地方国企改革;国企改革;国资云;数字经济
95,厦门国贸,交通运输-物流-物流Ⅲ,-0.792,互联网期货;食盐;融资融券;沪股通;转融券标的;美团概念股;小额贷款;福建自贸区;期货概念;富时罗素概念;富时罗素概念股;台湾概念股;参股券商;标普道琼斯A股;海峡两岸;中俄贸易概念;统一大市场;地方国企改革;国企改革;参股银行
96,容知日新,机械设备-仪器仪表-仪器仪表Ⅲ,-1.16,融资融券;高端装备;工业4.0;转融券标的;专精特新
97,浩瀚深度,通信-通信设备-其他通信设备,-1.251,转融券标的;网络安全;新股与次新股;科创次新股;融资融券
98,赛特新材,基础化工-化学制品-其他化学制品,-1.316,融资融券;转融券标的;冷链物流;新材料概念;专精特新
99,向日葵,医药生物-化学制药-化学制剂,-1.336,分布式发电;生物医药;高血压药
100,威星智能,机械设备-仪器仪表-仪器仪表Ⅲ,-1.36,天然气;智能表;物联网应用层;物联网;新基建;华为概念;SAAS;专精特新
101,锐捷网络,通信-通信设备-通信网络设备及器件,-1.431,转融券标的;网络安全;注册制次新股;融资融券;国资云;新股与次新股;地方国企改革;数字经济;数据中心;国企改革;腾讯概念;阿里巴巴概念;福建自贸区;共封装光学（CPO）
102,瑞尔特,轻工制造-家用轻工-其他家用轻工,-2.253,智能家居
103,中国卫星,国防军工-国防军工-航天装备,-2.417,国产替代;一带一路;卫星导航;月球车;遥感技术;融资融券;阅兵;嫦娥概念;军民融合;航空航天;大飞机;高端装备;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
104,诺力股份,计算机-计算机应用-IT服务,-2.473,新能源物流车;双十一;锂电设备;宁德时代概念;机器人概念;智能物流;锂电池;统一大市场;冷链物流;人民币贬值受益
105,永安行,交运设备-非汽车交运-其他交运设备,-4.062,智能交通;共享汽车;共享单车;新能源整车;新能源汽车;物联网;燃料电池;网约车;融资融券;转融券标的;无人驾驶;芯片概念;富时罗素概念股;共享经济;蚂蚁金服概念;氢能源;两轮车;机器人概念
106,朗博科技,交运设备-汽车零部件-汽车零部件Ⅲ,-4.178,橡胶;新能源汽车
107,吉贝尔,医药生物-化学制药-化学制剂,-5.617,融资融券;转融券标的;中医药;生物医药;医保目录;眼科医疗;肝炎概念;创新药;高血压药;熊去氧胆酸
