,股票简称,所属同花顺行业,最新涨跌幅,所属概念
17,宏和科技,建筑材料-建筑材料-玻璃玻纤,5.679,华为概念;5G;苹果概念;国产替代;消费电子概念;专精特新
18,中国电信,通信-通信服务-通信服务Ⅲ,5.426,云计算;宽带中国;数据中心;物联网;大数据;5G;沪股通;网络电视;融资融券;转融券标的;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;6G概念
19,远光软件,计算机-计算机应用-软件开发,5.355,大数据反恐;军民融合;横琴新区;电子信息;融资融券;转融券标的;区块链应用;创投;大数据;电力物联网;深股通;区块链;华为概念;富时罗素概念;充电桩;富时罗素概念股;国产软件;标普道琼斯A股;碳中和;光伏概念;云计算;人工智能;虚拟电厂;信创;地方国企改革;央企国企改革;国企改革;华为鲲鹏;国资云;百度概念
20,昆药集团,医药生物-中药-中药Ⅲ,5.116,抗癌;融资融券;沪股通;转融券标的;中医药;保健品;富时罗素概念;富时罗素概念股;标普道琼斯A股;医保目录;疟疾;青蒿素;工业大麻;养老金持股;国企改革;央企国企改革
21,吉贝尔,医药生物-化学制药-化学制剂,4.482,融资融券;转融券标的;中医药;生物医药;医保目录;眼科医疗;肝炎概念;创新药;高血压药;熊去氧胆酸
22,能科科技,计算机-计算机应用-IT服务,4.321,工业互联网;工业4.0;军民融合;军工;华为概念;能源互联网;数字孪生;智能制造;大飞机;轨道交通;数字经济;充电桩
23,迈得医疗,机械设备-自动化设备-其他自动化设备,4.201,融资融券;转融券标的;医疗器械概念;口罩;高端装备;机器人概念;专精特新
24,本川智能,电子-半导体及元件-印制电路板,4.008,5G;汽车电子;华为概念;军工;特斯拉;融资融券;转融券标的;新能源汽车;机器人概念;PCB概念;专精特新;医疗器械概念;毫米波雷达;6G概念
25,方邦股份,电子-电子化学品-电子化学品Ⅲ,3.816,融资融券;华为概念;5G;稀土永磁;转融券标的;专精特新;三星;PET铜箔
26,普门科技,医药生物-医疗器械-体外诊断,3.8,医疗器械概念;融资融券;转融券标的;体外诊断;医美概念;新冠检测;猴痘概念;养老金持股;抗原检测
27,锐捷网络,通信-通信设备-通信网络设备及器件,3.523,转融券标的;网络安全;注册制次新股;融资融券;国资云;新股与次新股;地方国企改革;数字经济;数据中心;国企改革;腾讯概念;阿里巴巴概念;福建自贸区;共封装光学（CPO）
28,朗科科技,计算机-计算机设备-计算机设备Ⅲ,2.881,三星;数据存储;元器件;内存;存储芯片;知识产权保护;芯片概念;融资融券;转融券标的;人民币贬值受益;粤港澳大湾区;地方国企改革;国企改革
29,普联软件,计算机-计算机应用-软件开发,2.664,国产软件;区块链;小米概念;融资融券;转融券标的;信创;数字经济
30,亚光科技,国防军工-国防军工-军工电子,2.635,军民融合;海洋经济;高端装备;元器件;军工;游艇;集成电路概念;5G;融资融券;横琴新区;深股通;转融券标的;卫星导航;第三代半导体;量子科技;氮化镓;燃料电池;芯片概念;6G概念
31,威胜信息,通信-通信设备-通信终端及配件,2.442,融资融券;转融券标的;智慧城市;物联网;电力物联网;智能电网;芯片概念;阿里巴巴概念;充电桩;腾讯概念;能源互联网;专精特新
32,西部材料,有色金属-小金属-其他小金属,2.171,轻型合金;4D打印;核电;稀有金属;柔性屏;5G;融资融券;分拆上市意愿;转融券标的;燃料电池;小金属概念;航空航天;参股新三板;俄乌冲突概念;军工;地方国企改革;国企改革
33,宝信软件,计算机-计算机应用-IT服务,2.023,电子信息;车联网;智能汽车;国产软件;云计算;工业互联网;大数据;边缘计算;沪股通;上海自贸区;融资融券;转融券标的;数据中心;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;地方国企改革;央企国企改革;国企改革
34,山东出版,传媒-传媒-出版,1.578,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
35,纽威股份,机械设备-通用设备-金属制品,1.429,页岩气;融资融券;转融券标的;氢能源;核电;风电;一带一路;地热能
36,唐山港,交通运输-港口航运-港口,1.295,京津冀一体化;环渤海;雄安新区;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;养老金持股;证金持股;地方国企改革;国企改革
37,富淼科技,基础化工-化学制品-其他化学制品,1.295,融资融券;转融券标的;污水处理;专精特新;氢能源;盐湖提锂;膜材料
38,凯盛科技,电子-光学光电子-面板,1.262,智能玻璃;3D玻璃;无线充电;新材料概念;OLED材料;触摸屏;融资融券;华为概念;柔性屏;转融券标的;中材系;OLED;玻璃;锂电原料;地方国企改革;央企国企改革;国企改革;固态电池
39,电科数字,计算机-计算机应用-IT服务,1.175,电子信息;沪股通;大数据;融资融券;云计算;网络安全;转融券标的;标普道琼斯A股;车联网;华为概念;智能建筑;数据中心;WiFi 6;跨境支付（CIPS）;信创;中国电科系;国产软件;数字乡村;国资云;地方国企改革;央企国企改革;国企改革
40,健民集团,医药生物-中药-中药Ⅲ,1.134,老字号;融资融券;儿童医药医疗;转融券标的;中医药;流感;医保目录;三胎概念
41,南钢股份,黑色金属-钢铁-普钢,1.003,参股新三板;工业4.0;人工智能;创投;互联网钢铁;可燃冰;核电;融资融券;转融券标的;一带一路;沪股通;工业互联网;C2M概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;债转股(AMC概念);养老金持股
42,松炀资源,轻工制造-造纸-造纸Ⅲ,0.61,节能环保;粤港澳大湾区;循环经济;摘帽
43,华恒生物,基础化工-化学制品-食品及饲料添加剂,0.582,融资融券;转融券标的;年报预增
44,华荣股份,机械设备-专用设备-其他专用设备,0.364,太阳能;军工;光伏概念
45,南方传媒,传媒-传媒-出版,0.334,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
46,中国石化,石油石化-石油加工贸易-石油加工,0.0,油气管网;油价上调;融资融券;沪股通;转融券标的;一带一路;聚丙烯;油气开采;页岩气;可燃冰;天然气;富时罗素概念;富时罗素概念股;油品改革;两桶油改革;标普道琼斯A股;氢能源;MSCI概念;证金持股;央企国企改革;地方国企改革;中字头股票;国企改革
47,信维通信,电子-消费电子-消费电子零部件及组装,-0.325,WIN升级;智能路由器;三星;智能穿戴;工业4.0;NFC;电子信息;智能音箱;苹果概念;深股通;智能终端;移动天线;VR直播;安防;5G;融资融券;转融券标的;无线充电;特斯拉;汽车电子;无线耳机;富时罗素概念;富时罗素概念股;华为概念;消费电子概念;facebook概念;WiFi 6;射频器;MSCI概念;陶瓷电容;智能汽车;VR设备;虚拟现实;卫星导航;6G概念
48,农业银行,银行-银行-国有大型银行,-0.331,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股
49,粤高速A,交通运输-公路铁路运输-高速公路,-0.62,广东基建;参股券商;南沙新区;粤港澳大湾区;富时罗素概念股;标普道琼斯A股;深股通;广东国企改革;地方国企改革;国企改革
50,凌志软件,计算机-计算机应用-软件开发,-1.361,融资融券;转融券标的;互联网金融;大数据;金融科技;云计算;信创;百度概念
51,湘邮科技,计算机-计算机应用-IT服务,-1.916,电子信息;蚂蚁金服概念;国产软件;卫星导航;信创;安防;乡村振兴;智慧政务;国资云;云计算;数字经济;跨境电商;数据中心;数字乡村;央企国企改革;国企改革;移动支付;数字货币
52,品高股份,计算机-计算机应用-IT服务,-2.225,国产软件;军工;国产替代;云计算;融资融券;转融券标的;数字经济;信创
53,民和股份,农林牧渔-养殖业-畜禽养殖,-2.23,生态农业;家禽养殖;循环经济;养鸡;融资融券;转融券标的;富时罗素概念;富时罗素概念股;电子商务;预制菜;生物质能发电
54,新炬网络,计算机-计算机应用-IT服务,-7.271,大数据;国产软件;华为概念;数据中心;信创;上海自贸区;长三角一体化;金融信息服务;数字经济;人工智能
