,股票简称,所属同花顺行业,最新涨跌幅,所属概念
14,诺普信,基础化工-化学制品-农药,3.129,参股保险;登革热;农村电商;国家科技大会;乡村振兴;农村金融;互联网金融;草地贪夜蛾防治;融资融券;转融券标的;农业种植;富时罗素概念股;生态农业;草甘膦;标普道琼斯A股;数字乡村;土壤修复
15,大豪科技,机械设备-自动化设备-工控设备,2.924,国产软件;国产操作系统;融资融券;转融券标的;芯片概念;标普道琼斯A股;沪股通;数字经济;网络安全;北京国企改革;地方国企改革;国企改革
16,华荣股份,机械设备-专用设备-其他专用设备,2.815,太阳能;军工;光伏概念
17,海信视像,家用电器-黑色家电-彩电,2.783,数字电视;网络电视;TMT;青岛自贸区;大消费;融资融券;智能电视;转融券标的;智能家居;家用电器;超清视频;芯片概念;富时罗素概念股;标普道琼斯A股;MCU芯片;MiniLED;元宇宙;人民币贬值受益;世界杯
18,复洁环保,环保-环保-环保设备,2.734,融资融券;转融券标的;污水处理;节能环保;专精特新;年报预增
19,格力电器,家用电器-白色家电-空调,2.633,央视财经50;融资融券;深股通;转融券标的;机器人概念;工业互联网;智能家居;大消费;家用电器;芯片概念;口罩;富时罗素概念;新零售;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MCU芯片;超级品牌;锂电池;储能;芯片设计;MSCI概念;空气能热泵;证金持股
20,嘉友国际,交通运输-物流-物流Ⅲ,2.567,一带一路;航运港口;中非合作;中俄贸易概念;标普道琼斯A股;北京自贸区;统一大市场;冷链物流;融资融券;转融券标的;年报预增
21,绿田机械,机械设备-专用设备-其他专用设备,2.207,电机电控;新能源汽车;人民币贬值受益
22,向日葵,医药生物-化学制药-化学制剂,2.118,分布式发电;生物医药;高血压药
23,中英科技,电子-半导体及元件-印制电路板,16.614,融资融券;5G;覆铜板概念;华为概念;专精特新;转融券标的;集成电路概念;毫米波雷达
24,龙磁科技,有色金属-金属新材料-磁性材料,14.083,稀土永磁;新材料概念;新能源汽车;专精特新;光伏概念
25,三变科技,电力设备-电力设备-输变电设备,10.037,智能电网;小额贷款;储能;光伏概念;风电;专精特新;融资融券;转融券标的;地方国企改革;国企改革;共同富裕示范区;年报预增
26,万安科技,交运设备-汽车零部件-汽车零部件Ⅲ,10.021,车联网;汽车电子;无人驾驶;独角兽概念;新能源汽车;小鹏汽车概念;理想汽车概念;军工;蔚来汽车概念;无线充电;比亚迪概念;年报预增;毫米波雷达
27,湘财股份,非银金融-证券-证券Ⅲ,10.000,中俄自贸区;金改;保健品;创投;黑龙江自贸区;参股券商;互联网金融;振兴东北;参股基金;沪股通;融资融券;转融券标的;生物医药;参股银行
28,震有科技,通信-通信设备-其他通信设备,1.495,融资融券;转融券标的;智慧城市;5G;军工;卫星导航
29,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,1.325,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
30,威胜信息,通信-通信设备-通信终端及配件,1.229,融资融券;转融券标的;智慧城市;物联网;电力物联网;智能电网;芯片概念;阿里巴巴概念;充电桩;腾讯概念;能源互联网;专精特新
31,松炀资源,轻工制造-造纸-造纸Ⅲ,1.207,节能环保;粤港澳大湾区;循环经济;摘帽
32,中国卫星,国防军工-国防军工-航天装备,1.156,一带一路;国产替代;卫星导航;遥感技术;月球车;融资融券;阅兵;嫦娥概念;军民融合;航空航天;高端装备;大飞机;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
33,威海广泰,机械设备-专用设备-其他专用设备,1.075,私人飞机;环渤海;除雪概念;消防装备;通用航空;无人机;医疗器械概念;高端装备;军工;方舱医院;大飞机;年报预增;成飞概念;换电概念
34,神火股份,有色金属-工业金属-铝,1.075,稀缺煤;动力煤;涉矿;中原经济区;深股通;有色铝;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;煤炭概念;俄乌冲突概念;宁德时代概念;地方国企改革;国企改革;年报预增
35,西藏药业,医药生物-中药-中药Ⅲ,1.018,小额贷款;抗癌;中医药;医保目录;冬虫夏草;人脑工程;生物医药;医疗器械概念;生物疫苗;MSCI概念;沪股通;富时罗素概念;融资融券;转融券标的;年报预增
36,长沙银行,银行-银行-城商行,0.994,沪股通;融资融券;优先股概念;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股
37,寿仙谷,医药生物-中药-中药Ⅲ,0.972,中医药;老字号;保健品;工业大麻;维生素;数字经济
38,浙江仙通,交运设备-汽车零部件-汽车零部件Ⅲ,0.959,新能源汽车;比亚迪概念
39,地素时尚,纺织服装-服装家纺-服装,0.937,IP概念;新零售;电子商务;标普道琼斯A股
40,安博通,计算机-计算机应用-软件开发,0.790,融资融券;转融券标的;华为概念;网络安全;国产操作系统;专精特新;换电概念;数据安全;信创
41,鲁泰A,纺织服装-纺织制造-棉纺,0.710,环渤海;电子商务;融资融券;转融券标的;央视财经50;B转H;棉纱;人民币贬值受益;新零售;生物疫苗;职业教育;C2M概念;东盟自贸区;口罩;养老金持股;证金持股;抗病毒面料;年报预增
42,重庆百货,商贸零售-零售-百货零售,0.666,成渝特区;重庆自贸区;两江新区;融资融券;沪股通;转融券标的;互联网金融;宝能系;富时罗素概念;富时罗素概念股;消费金融;标普道琼斯A股;商超百货;新零售;证金持股
43,报喜鸟,纺织服装-服装家纺-服装,0.594,大数据;融资融券;转融券标的;创投;C2M概念;电子商务
44,新华医疗,医药生物-医疗器械-医疗设备,0.580,互联网医疗;融资融券;转融券标的;医疗器械概念;消毒剂;医疗废物处理;富时罗素概念;大消费;富时罗素概念股;标普道琼斯A股;国产替代;民营医院;生物医药;体外诊断;方舱医院;山东国企改革;地方国企改革;国企改革
45,恒源煤电,煤炭-煤炭开采加工-煤炭开采,0.559,油价上调;动力煤;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;煤炭概念;融资租赁;地方国企改革;安徽国企改革;国企改革;年报预增
46,南京证券,非银金融-证券-证券Ⅲ,0.532,融资融券;转融券标的;期货概念;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;参股基金;地方国企改革;国企改革
47,喜悦智行,轻工制造-包装印刷-包装,0.465,特斯拉;节能环保;智能物流;转融券标的;比亚迪概念;融资融券;华为概念
48,箭牌家居,轻工制造-家用轻工-其他家用轻工,0.372,智能家居;核准制次新股;新股与次新股;抖音概念;电子商务;新零售;网络直播;节能环保;华为概念
49,喜临门,轻工制造-家用轻工-家具,0.325,沪股通;智能家居;电子商务;标普道琼斯A股;融资融券;转融券标的
50,云赛智联,计算机-计算机应用-软件开发,0.277,云计算;安防;老八股;PPP概念;智慧城市;国产软件;融资融券;军工;转融券标的;食品安全;智慧政务;数据中心;疫情监测;雷达;信创;上海国企改革;地方国企改革;国企改革;国资云;数字经济
51,南钢股份,黑色金属-钢铁-普钢,0.249,参股新三板;工业4.0;互联网钢铁;人工智能;铁矿石;涉矿;创投;可燃冰;核电;融资融券;转融券标的;一带一路;沪股通;工业互联网;C2M概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;债转股(AMC概念);养老金持股
52,迈得医疗,机械设备-自动化设备-其他自动化设备,0.159,融资融券;转融券标的;医疗器械概念;口罩;高端装备;机器人概念;专精特新
53,海信家电,家用电器-白色家电-空调,0.155,电子商务;融资融券;深股通;转融券标的;家用电器;富时罗素概念;富时罗素概念股;新能源汽车;标普道琼斯A股;汽车热管理;空气能热泵;世界杯;养老金持股;平安资管持股
54,好莱客,轻工制造-家用轻工-家具,0.075,智能家居;工业4.0;全屋定制;网络直播;富时罗素概念股;标普道琼斯A股;年报预增
55,华中数控,机械设备-通用设备-机床工具,0.068,3D打印;武汉光谷;阿里巴巴概念;高端装备;埃博拉概念;职业教育;工业4.0;工业机器人;机器人概念;数字孪生;创业板重组松绑;口罩;军工;医疗机器人;工业互联网;新能源汽车;国产替代;电机电控;工业母机;锂电池;智能制造
56,滨海能源,轻工制造-包装印刷-印刷,0.066,滨海新区;环渤海
57,农业银行,银行-银行-国有大型银行,0.000,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股
58,鸿博股份,轻工制造-包装印刷-印刷,-5.213,人民币升值;融资融券;转融券标的;区块链;金融IC;体育产业;互联网彩票;人工智能;世界杯;web3.0;数字经济;云计算;东数西算（算力）;AIGC概念;ChatGPT概念;数字水印;元宇宙;虚拟数字人
59,博汇股份,石油石化-石油加工贸易-石油加工,-3.377,新材料概念;锂电原料;氢能源;专精特新;高送转预期;年报预增
60,昂利康,医药生物-化学制药-化学制剂,-3.159,仿制药一致性评价;幽门螺杆菌概念;共同富裕示范区;高血压药
61,梅安森,机械设备-专用设备-能源及重型设备,-2.919,工业4.0;污水处理;PPP概念;乡村振兴;农村环境治理;物联网;智慧城市;创业板重组松绑;透明工厂;工业互联网;华为概念;专精特新
62,蓝海华腾,机械设备-自动化设备-工控设备,-2.554,工业4.0;新能源汽车;新能源;锂电原料;电机电控;新能源物流车;粤港澳大湾区;创业板重组松绑;北汽新能源;燃料电池;第三代半导体;芯片概念;锂电池;碳化硅;比亚迪概念;IGBT;高压快充;MCU芯片
63,巴比食品,食品饮料-食品加工制造-其他食品,-2.142,大消费;电子商务;预制菜
64,行动教育,社会服务-教育-教育Ⅲ,-2.115,职业教育;在线教育
65,潮宏基,轻工制造-家用轻工-饰品,-1.881,奢侈品;黄金概念;小金属概念;网络直播;新零售;电子商务;迪士尼;培育钻石;NFT概念
66,潞安环能,煤炭-煤炭开采加工-煤炭开采,-1.788,油价上调;动力煤;稀缺煤;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;煤炭概念;标普道琼斯A股;MSCI概念;山西国企改革;地方国企改革;国企改革;年报预增
67,龙建股份,建筑装饰-建筑装饰-基础建设,-1.762,海绵城市;PPP概念;创投;黑龙江自贸区;一带一路;农村电商;新型城镇化;振兴东北;水利;基建工程;乡村振兴;地方国企改革;国企改革;旅游
68,百亚股份,美容护理-美容护理-个护用品,-1.722,电子商务;三胎概念;平安资管持股;网络直播
69,志邦家居,轻工制造-家用轻工-家具,-1.424,全屋定制;沪股通;标普道琼斯A股
70,奥普家居,家用电器-厨卫电器-厨卫电器Ⅲ,-1.384,家用电器;精装修;华为概念;智能家居;杭州亚运会;年报预增
71,羚锐制药,医药生物-中药-中药Ⅲ,-1.264,医疗改革;中医药;融资融券;沪股通;转融券标的;芬太尼;标普道琼斯A股;养老金持股
72,东方中科,机械设备-仪器仪表-仪器仪表Ⅲ,-1.230,华为概念;新能源汽车;中科院系;人脸识别;国产软件;人脑工程;信创;网络安全;智慧政务;虚拟现实;央企国企改革;国企改革;年报预增;数字水印
73,威孚高科,交运设备-汽车零部件-汽车零部件Ⅲ,-1.213,油品升级;节能减排;废气处理;尾气治理;PM2.5;融资融券;深股通;转融券标的;电机电控;节能环保;国六标准、国六排放、国六;集成电路概念;燃料电池;富时罗素概念;富时罗素概念股;参股券商;标普道琼斯A股;新能源汽车;芯片概念;氢能源;MSCI概念;汽车热管理;汽车芯片;养老金持股;地方国企改革;国企改革;江苏国企改革;毫米波雷达
74,威星智能,机械设备-仪器仪表-仪器仪表Ⅲ,-1.160,智能表;天然气;物联网应用层;物联网;新基建;华为概念;SAAS;专精特新
75,上海梅林,食品饮料-食品加工制造-肉制品,-1.127,老字号;牛羊肉;融资融券;转融券标的;进口博览会;富时罗素概念;富时罗素概念股;预制菜;猪肉;标普道琼斯A股;上海国企改革;地方国企改革;国企改革;大消费;年报预增
76,冠豪高新,轻工制造-造纸-造纸Ⅲ,-1.068,高岭土概念;造纸转暖;人民币升值;融资融券;诚通系;转融券标的;纸浆;可降解塑料;烟草;氢能源;军工;地方国企改革;央企国企改革;国企改革;年报预增
77,中国太保,非银金融-保险及其他-保险,-1.025,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;蚂蚁金服概念;标普道琼斯A股;MSCI概念;参股银行
78,海尔智家,家用电器-白色家电-冰洗,-0.985,厄尔尼诺概念;智能终端;央视财经50;节能环保;太阳能热水器;数字电视;青岛自贸区;环渤海;疫苗存储;阿里巴巴概念;超级品牌;空气净化;融资融券;沪股通;服务机器人;转融券标的;机器人概念;工业4.0;智能家居;物联网;电子商务;家用电器;工业互联网;无线充电;富时罗素概念;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;净水概念;MSCI概念;人民币贬值受益;大消费;空气能热泵;证金持股
79,江山欧派,轻工制造-家用轻工-家具,-0.797,共同富裕示范区
80,海德股份,非银金融-保险及其他-多元金融,-0.593,金改;三沙;土地增值;海南自贸区;深股通;储能;钒电池;债转股(AMC概念);海南旅游岛;金融科技;融资融券;转融券标的;年报预增
81,康恩贝,医药生物-中药-中药Ⅲ,-0.573,抗癌;医药电商;抗肝癌;养老概念;智能医疗;融资融券;转融券标的;医保目录;中医药;医疗改革;互联网医疗;工业大麻;仿制药;富时罗素概念;富时罗素概念股;眼科医疗;MSCI概念;标普道琼斯A股;幽门螺杆菌概念;股权转让;专精特新;毛发医疗;仿制药一致性评价;创新药;地方国企改革;浙江国企改革;国企改革;蒙脱石散
82,普门科技,医药生物-医疗器械-体外诊断,-0.466,医疗器械概念;融资融券;转融券标的;体外诊断;医美概念;新冠检测;猴痘概念;养老金持股;抗原检测
83,瑞尔特,轻工制造-家用轻工-其他家用轻工,-0.437,智能家居
84,元祖股份,食品饮料-食品加工制造-休闲食品,-0.370,长三角一体化;台湾概念股;大消费;新零售
85,航民股份,纺织服装-纺织制造-印染,-0.225,涉矿;融资融券;转融券标的;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;杭州亚运会;共同富裕示范区
86,长虹美菱,家用电器-白色家电-冰洗,-0.192,智能家居;电子商务;家用电器;独角兽概念;垃圾分类;冷链物流;工业互联网;参股新三板;医疗器械概念;疫苗存储;地热能;空气能热泵;小米概念;融资融券;转融券标的;地方国企改革;国企改革;血氧仪;一带一路;年报预增;人工智能;北交所概念
