,股票简称,所属同花顺行业,最新涨跌幅,所属概念
17,中国卫星,国防军工-国防军工-航天装备,5.503,国产替代;一带一路;卫星导航;月球车;遥感技术;融资融券;嫦娥概念;军民融合;航空航天;大飞机;高端装备;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;6G概念;沪股通
18,山大地纬,计算机-计算机应用-软件开发,5.205,融资融券;转融券标的;互联网医疗;国产软件;区块链应用;区块链;高校;华为概念;DRG/DIP;智慧政务;数据确权
19,北方国际,建筑装饰-建筑装饰-专业工程,5.166,马歇尔计划;中巴经济走廊;新能源;一带一路;中非合作;人民币贬值受益;富时罗素概念;富时罗素概念股;风电;标普道琼斯A股;中兵系;轨道交通;太阳能;智能物流;超超临界发电;煤炭概念;融资融券;转融券标的;地方国企改革;央企国企改革;深股通;国企改革
20,中威电子,计算机-计算机设备-计算机设备Ⅲ,5.132,大数据;智能终端;智慧城市;安防;物联网应用层;物联网;无人驾驶;超清视频;华为概念;人工智能;透明工厂;共同富裕示范区;股权转让;智慧灯杆;机器人概念;地方国企改革;国企改革;机器视觉
21,首药控股,医药生物-化学制药-化学制剂,5.122,科创次新股;新股与次新股;融资融券;转融券标的;抗肿瘤;创新药
22,浩瀚深度,通信-通信设备-其他通信设备,4.702,转融券标的;网络安全;新股与次新股;科创次新股;融资融券
23,值得买,传媒-传媒-数字媒体,4.509,电子商务;阿里巴巴概念;新零售;拼多多概念;抖音概念;NFT概念;AIGC概念;百度概念
24,朗博科技,交运设备-汽车零部件-汽车零部件Ⅲ,4.369,橡胶;新能源汽车
25,纽威股份,机械设备-通用设备-金属制品,4.163,页岩气;融资融券;转融券标的;氢能源;核电;风电;一带一路;地热能;沪股通
26,龙建股份,建筑装饰-建筑装饰-基础建设,3.728,海绵城市;PPP概念;创投;黑龙江自贸区;一带一路;农村电商;新型城镇化;振兴东北;水利;基建工程;乡村振兴;地方国企改革;国企改革;旅游
27,利欧股份,传媒-传媒-广告营销,3.704,小额贷款;水利;抗旱;文化传媒;参股保险;节水灌溉;金改;智能汽车;深股通;广告营销;区块链应用;独角兽概念;大数据;区块链;融资融券;转融券标的;MSCI概念;富时罗素概念;富时罗素概念股;IGBT;小米概念;创投;跨境电商;标普道琼斯A股;新能源汽车;南水北调;网络直播;理想汽车概念;快手概念;虚拟数字人;抖音概念;影视娱乐;数字营销;世界杯;参股银行;百度概念
28,浙数文化,传媒-传媒-游戏,3.65,人工智能;新媒体;体育产业;数字出版示范;融资融券;平面媒体;转融券标的;大数据;电子竞技;网络游戏;手机游戏;阿里巴巴概念;网络直播;云计算;独角兽概念;区块链;数据中心;互联网医疗;智慧城市;文化传媒;富时罗素概念股;融媒体;分拆上市意愿;数据交易中心;NFT概念;杭州亚运会;共同富裕示范区;元宇宙;证金持股;浙江国企改革;国企改革;数据确权;沪股通
29,三六零,计算机-计算机应用-软件开发,3.136,云计算;大数据;物联网;车联网;智能穿戴;广告营销;文化传媒;人工智能;沪股通;区块链;网络安全;智慧城市;国产软件;融资融券;转融券标的;网络游戏;富时罗素概念;富时罗素概念股;空铁WIFI;标普道琼斯A股;国产操作系统;机器人概念;安防;同花顺漂亮100;SAAS;云办公;新能源汽车;数据安全;EDR概念;MSCI概念;信创;比亚迪概念;参股银行;ChatGPT概念
30,凤凰传媒,传媒-传媒-出版,2.784,虚拟现实;新媒体;融资融券;网络游戏;大数据;平面媒体;转融券标的;VR平台;文化传媒;职业教育;手机游戏;蚂蚁金服概念;数据中心;在线教育;云计算;地方国企改革;江苏国企改革;国企改革;沪股通
31,铁建重工,机械设备-专用设备-工程机械,2.783,高端装备;磁悬浮;融资融券;抽水蓄能;转融券标的;央企国企改革;地方国企改革;国企改革;沪股通
32,云赛智联,计算机-计算机应用-软件开发,2.629,云计算;安防;老八股;PPP概念;智慧城市;国产软件;融资融券;军工;转融券标的;食品安全;智慧政务;数据中心;疫情监测;雷达;信创;上海国企改革;地方国企改革;国企改革;国资云;数字经济;沪股通
33,新华网,传媒-传媒-数字媒体,2.369,文化传媒;在线教育;阿里巴巴概念;沪股通;大数据;人工智能;创投;区块链;知识产权保护;融资融券;转融券标的;网络直播;富时罗素概念;富时罗素概念股;标普道琼斯A股;北交所概念;元宇宙;虚拟数字人;央企国企改革;国企改革;数据确权;数字经济;AIGC概念;京津冀一体化
34,中国联通,通信-通信服务-通信服务Ⅲ,2.149,移动支付;智能家居;通信基站;宽带中国;融资融券;区块链;沪股通;区块链应用;大数据;物联网;转融券标的;物联网平台层;物联网传输层;电信业整合;5G;富时罗素概念股;空铁WIFI;标普道琼斯A股;量子科技;MSCI概念;冬奥会;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;数据安全;6G概念
35,品高股份,计算机-计算机应用-IT服务,2.135,国产软件;军工;国产替代;云计算;融资融券;转融券标的;数字经济;信创
36,康缘药业,医药生物-中药-中药Ⅲ,2.089,医药电商;登革热;融资融券;转融券标的;中医药;医疗改革;禽流感;医保目录;富时罗素概念;富时罗素概念股;标普道琼斯A股;新冠治疗;毛发医疗;证金持股;沪股通
37,昂利康,医药生物-化学制药-化学制剂,1.954,仿制药一致性评价;幽门螺杆菌概念;共同富裕示范区;高血压药
38,中国中铁,建筑装饰-建筑装饰-基础建设,1.742,参股券商;铁路基建;融资融券;沪股通;转融券标的;基建工程;一带一路;高铁;参股新三板;磁悬浮;中铁系;PPP概念;参股万达商业;富时罗素概念股;小金属概念;分拆上市意愿;钴;标普道琼斯A股;REITs概念;MSCI概念;轨道交通;水利;债转股(AMC概念);证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
39,中金黄金,有色金属-贵金属-贵金属Ⅲ,1.443,稀缺资源;融资融券;转融券标的;小金属概念;人民币贬值受益;白银;富时罗素概念;富时罗素概念股;标普道琼斯A股;黄金概念;金属铜;债转股(AMC概念);证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;沪股通
40,工业富联,电子-消费电子-消费电子零部件及组装,1.292,大数据;工业机器人;物联网;机器人概念;融资融券;转融券标的;工业互联网;苹果概念;沪股通;郭台铭概念;智慧城市;富时罗素概念;富时罗素概念股;台湾概念股;富士康概念;标普道琼斯A股;云计算;新能源汽车;5G;人工智能;同花顺漂亮100;智能制造;MSCI概念;虚拟现实
41,山东高速,交通运输-公路铁路运输-高速公路,1.127,国家科技大会;一带一路;参股券商;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;山东国企改革;国企改革;参股银行
42,特发信息,通信-通信设备-通信线缆及配套,1.124,宽带中国;光纤;光纤光缆;芯片概念;5G;军工;创投;融资融券;华为概念;转融券标的;特高压;富时罗素概念;富时罗素概念股;智慧城市;数据中心;标普道琼斯A股;云计算;大数据;国资云;IPV6;东数西算（算力）;航空航天;无人机;抖音概念;新基建;一带一路;地方国企改革;国企改革;深圳国企改革;广东国企改革;人工智能;信创;智能电网;粤港澳大湾区;共封装光学（CPO）;深股通;6G概念
43,中央商场,商贸零售-零售-百货零售,0.794,电子商务;移动购物;商超百货;便利店;新零售;富时罗素概念股;预制菜
44,招商公路,交通运输-公路铁路运输-高速公路,0.471,公路建设;深股通;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;参股万达商业;光伏概念;地方国企改革;央企国企改革;国企改革
45,电科数字,计算机-计算机应用-IT服务,0.47,电子信息;沪股通;大数据;融资融券;云计算;网络安全;转融券标的;标普道琼斯A股;车联网;华为概念;智能建筑;数据中心;WiFi 6;跨境支付（CIPS）;信创;中国电科系;国产软件;数字乡村;国资云;地方国企改革;央企国企改革;国企改革
46,海格通信,国防军工-国防军工-军工电子,0.285,专网通信;电子信息;虚拟现实;遥感技术;融资融券;深股通;军民融合;转融券标的;人工智能;卫星导航;航空航天;物联网;军工;无人机;国产操作系统;富时罗素概念;富时罗素概念股;芯片概念;网络切片;5G;标普道琼斯A股;国产软件;分拆上市意愿;MSCI概念;国产航母;地方国企改革;广东国企改革;国企改革;成飞概念;时空大数据
47,中国电信,通信-通信服务-通信服务Ⅲ,0.276,云计算;宽带中国;数据中心;物联网;大数据;5G;沪股通;网络电视;融资融券;转融券标的;地方国企改革;央企国企改革;中字头股票;国企改革;国资云;6G概念
48,润达医疗,医药生物-医药商业-医药商业Ⅲ,0.264,生物医药;沪股通;医疗器械概念;互联网医疗;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;体外诊断;新冠检测;股权转让;幽门螺杆菌概念;猴痘概念;地方国企改革;国企改革;浙江国企改革;人工智能
49,久远银海,计算机-计算机应用-IT服务,0.147,国产软件;养老概念;军民融合;网络安全;大数据;智慧城市;互联网医疗;药品信息化追溯;区块链;富时罗素概念;富时罗素概念股;军工;华为概念;DRG/DIP;智慧政务;方舱医院;疫情监测;数据中心;食品安全;云计算;医疗改革;安防;国产替代;数字经济;人工智能;人脸识别;数据安全;数字乡村;新疆发展;新疆振兴;家庭医生;华为鲲鹏;健康中国;信创;乡村振兴;智能医疗;央企国企改革;国企改革;深股通
50,南方传媒,传媒-传媒-出版,0.111,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
51,创意信息,计算机-计算机应用-软件开发,0.074,节能环保;大数据;云计算;数字乡村;融资融券;军工;电力物联网;智能交通;VPN;国产操作系统;转融券标的;华为概念;华为鲲鹏;华为欧拉;5G;卫星导航;信创;数字经济;智慧政务;CAD;深股通
52,山东出版,传媒-传媒-出版,0.0,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
53,粤高速A,交通运输-公路铁路运输-高速公路,0.0,广东基建;参股券商;南沙新区;粤港澳大湾区;富时罗素概念股;标普道琼斯A股;深股通;广东国企改革;地方国企改革;国企改革
54,易华录,计算机-计算机应用-IT服务,-0.063,安防;京津冀一体化;农村电商;融资融券;深股通;转融券标的;乡村振兴;智能交通;物联网平台层;物联网;云计算;PPP概念;智慧城市;大数据;商汤科技概念;独角兽概念;边缘计算;雄安新区;阿里巴巴概念;京东概念;富时罗素概念;富时罗素概念股;车联网;数字中国;人工智能;电子车牌;网络安全;华为概念;东数西算（算力）;国资云;MSCI概念;养老概念;百度概念;数字经济;信创;地方国企改革;央企国企改革;国企改革;数据确权;数据交易中心;数字孪生;一带一路
55,九州通,医药生物-医药商业-医药商业Ⅲ,-0.067,空气净化;融资融券;沪股通;转融券标的;健康中国;医疗器械概念;医药电商;互联网医疗;富时罗素概念;富时罗素概念股;冷链物流;标普道琼斯A股;优先股概念;MSCI概念;辉瑞概念
56,中南传媒,传媒-传媒-出版,-0.092,电子书;IP概念;在线教育;数字出版示范;融资融券;沪股通;广播电视;平面媒体;转融券标的;文化传媒;特色小镇;富时罗素概念;富时罗素概念股;标普道琼斯A股;动漫;地方国企改革;湖南国企改革;国企改革
57,中国铁建,建筑装饰-建筑装饰-基础建设,-0.112,特色小镇;一带一路;铁路基建;高铁;融资融券;沪股通;转融券标的;基建工程;轨道交通;中非合作;PPP概念;分拆上市意愿;超级高铁;富时罗素概念;富时罗素概念股;标普道琼斯A股;装配式建筑;水利;金属铜;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
58,中国移动,通信-通信服务-通信服务Ⅲ,-0.173,5G;沪股通;元宇宙;世界杯;融资融券;转融券标的;虚拟数字人;超清视频;杭州亚运会;电子竞技;央企国企改革;中字头股票;国企改革;6G概念
59,中国石化,石油石化-石油加工贸易-石油加工,-0.181,油气管网;油价上调;融资融券;沪股通;转融券标的;一带一路;聚丙烯;油气开采;页岩气;可燃冰;天然气;富时罗素概念;富时罗素概念股;油品改革;两桶油改革;标普道琼斯A股;氢能源;MSCI概念;证金持股;央企国企改革;地方国企改革;中字头股票;国企改革
60,中国交建,建筑装饰-建筑装饰-基础建设,-0.271,铁路基建;马歇尔计划;高铁;中巴经济走廊;融资融券;沪股通;转融券标的;基建工程;中非合作;一带一路;富时罗素概念;参股券商;水利;富时罗素概念股;标普道琼斯A股;雄安新区;公路建设;风电;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
61,华策影视,传媒-传媒-影视院线,-0.33,明星参股概念;新媒体;参股新三板;网络游戏;IP概念;在线旅游;网络视频;深股通;网络直播;转融券标的;VR影视;虚拟现实;手机游戏;大数据;动漫;冰雪产业;影视娱乐;富时罗素概念;富时罗素概念股;体育产业;网红经济;文化传媒;NFT概念;知识产权保护;元宇宙;融资融券;AIGC概念;百度概念
62,格力电器,家用电器-白色家电-空调,-0.458,央视财经50;融资融券;深股通;转融券标的;机器人概念;工业互联网;智能家居;大消费;家用电器;芯片概念;口罩;富时罗素概念;新零售;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MCU芯片;超级品牌;锂电池;储能;芯片设计;MSCI概念;空气能热泵;证金持股
63,大地海洋,环保-环保-固废治理,-0.485,固废处理;转融券标的;融资融券
64,联德股份,机械设备-通用设备-其他通用设备,-0.549,风电;人民币贬值受益;沪股通
65,四川路桥,建筑装饰-建筑装饰-基础建设,-0.597,西部开发;成渝特区;石墨烯;成都天府新区;融资融券;沪股通;转融券标的;一带一路;正极材料;富时罗素概念;富时罗素概念股;标普道琼斯A股;铁矿石;碳中和;MSCI概念;锂电池;碳交易;PPP概念;地方国企改革;国企改革;年报预增;四川国企改革
66,本川智能,电子-半导体及元件-印制电路板,-0.639,5G;汽车电子;华为概念;军工;特斯拉;融资融券;转融券标的;新能源汽车;机器人概念;PCB概念;专精特新;医疗器械概念;毫米波雷达;6G概念
67,每日互动,计算机-计算机应用-软件开发,-0.709,大数据;华为概念;拼多多概念;快手概念;智慧政务;鸿蒙概念;抖音概念;地震;百度概念;比亚迪概念;共同富裕示范区;智能交通;数据安全
68,中兴通讯,通信-通信设备-通信网络设备及器件,-0.823,IPV6;网络安全;京东概念;三网融合;电子信息;虚拟现实;国家科技大会;TMT;融资融券;深股通;云计算;5G主设备;宽带中国;转融券标的;人工智能;芯片概念;智能终端;物联网;智慧城市;边缘计算;富时罗素概念;富时罗素概念股;网络切片;标普道琼斯A股;锂电池;新能源汽车;同花顺漂亮100;国产操作系统;富媒体;智能穿戴;虚拟运营商;汽车电子;数字经济;5G;MSCI概念;东数西算（算力）;数据中心;消费电子概念;国产软件;6G概念;养老金持股
69,迈得医疗,机械设备-自动化设备-其他自动化设备,-0.871,融资融券;转融券标的;医疗器械概念;口罩;高端装备;机器人概念;专精特新
70,方盛制药,医药生物-中药-中药Ⅲ,-0.971,抗癌;中医药;医保目录;眼科医疗;民营医院;工业大麻;仿制药一致性评价;养老概念;抗肿瘤;肝炎概念;千金藤素;创新药;高血压药;蒙脱石散;年报预增
71,中科星图,计算机-计算机应用-IT服务,-1.116,融资融券;转融券标的;卫星导航;国产软件;大数据;无人机;军工;沪股通;央企国企改革;中字头股票;国企改革;时空大数据;华为概念
72,老凤祥,轻工制造-家用轻工-饰品,-1.201,黄金租赁;象牙加工销售;奢侈品;老字号;融资融券;沪股通;转融券标的;小金属概念;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;白银;上海国企改革;地方国企改革;国企改革
73,新国都,计算机-计算机设备-计算机设备Ⅲ,-1.222,移动金融;银联;NFC;指纹技术;电子信息;互联网银行;微信概念;区块链应用;物联网应用层;物联网;征信;大数据;移动支付;腾讯概念;融资融券;人脸识别;芯片概念;转融券标的;区块链;汽车电子;数字货币;电子身份证;跨境支付（CIPS）;深股通;人工智能;AIGC概念
74,健民集团,医药生物-中药-中药Ⅲ,-1.248,老字号;融资融券;儿童医药医疗;转融券标的;中医药;流感;医保目录;三胎概念;沪股通
75,能科科技,计算机-计算机应用-IT服务,-1.334,工业互联网;工业4.0;军民融合;军工;华为概念;能源互联网;数字孪生;智能制造;大飞机;轨道交通;数字经济;充电桩
76,普联软件,计算机-计算机应用-软件开发,-1.353,国产软件;区块链;小米概念;融资融券;转融券标的;信创;数字经济;深股通
77,厦门国贸,交通运输-物流-物流Ⅲ,-1.365,互联网期货;食盐;融资融券;沪股通;转融券标的;美团概念股;小额贷款;福建自贸区;期货概念;富时罗素概念;富时罗素概念股;台湾概念股;参股券商;标普道琼斯A股;海峡两岸;中俄贸易概念;统一大市场;地方国企改革;国企改革;参股银行
78,华数传媒,传媒-传媒-有线电视网络,-1.43,大数据;智能电视;网络电视;融资融券;深股通;转融券标的;虚拟现实;物联网应用层;文化传媒;物联网;三网融合;超清视频;标普道琼斯A股;杭州亚运会;智慧城市;5G;数字经济;地方国企改革;浙江国企改革;国企改革;乡村振兴
79,康恩贝,医药生物-中药-中药Ⅲ,-1.444,医药电商;养老概念;抗肝癌;抗癌;智能医疗;融资融券;转融券标的;医保目录;中医药;医疗改革;互联网医疗;工业大麻;仿制药;富时罗素概念;富时罗素概念股;眼科医疗;MSCI概念;标普道琼斯A股;幽门螺杆菌概念;股权转让;专精特新;毛发医疗;仿制药一致性评价;创新药;地方国企改革;浙江国企改革;国企改革;蒙脱石散;沪股通
80,国网信通,计算机-计算机应用-IT服务,-1.451,电力物联网;融资融券;转融券标的;沪股通;国产软件;储能;东数西算（算力）;虚拟电厂;地方国企改革;央企国企改革;国企改革;数字孪生
81,天宸股份,综合-综合-综合Ⅲ,-1.614,融资融券;养老概念;转融券标的;智能物流;民营医院;HJT电池;光伏概念;沪股通
82,翔港科技,轻工制造-包装印刷-包装,-1.944,工业互联网;化妆护肤品
83,中控技术,机械设备-自动化设备-工控设备,-1.968,融资融券;转融券标的;工业4.0;工业互联网;智能制造;沪股通;信创
84,江中药业,医药生物-中药-中药Ⅲ,-2.143,医疗改革;鄱阳湖经济区;健康中国;抗艾滋病;融资融券;沪股通;转融券标的;中医药;医保目录;冬虫夏草;保健品;高校;白酒概念;标普道琼斯A股;证金持股;地方国企改革;国企改革;参股银行
85,方直科技,计算机-计算机应用-软件开发,-2.534,K12教育;在线教育;云计算;国产软件;创业板重组松绑;区块链;人工智能;华为概念;虚拟数字人;ChatGPT概念
86,数字认证,计算机-计算机应用-软件开发,-2.557,移动支付;区块链储备;区块链;知识产权保护;网络安全;国产软件;华为概念;阿里巴巴概念;车联网;雄安新区;密码安全管理;深股通;芯片概念;数字中国;鸿蒙概念;数据安全;智慧政务;电子身份证;芯片设计;互联网彩票;华为鲲鹏;融资融券;转融券标的;冬奥会;北京国企改革;国企改革
87,捷顺科技,计算机-计算机应用-IT服务,-2.7,智能交通;无感支付;人工智能;智慧城市;物联网应用层;物联网;蚂蚁金服概念;分拆上市意愿;富时罗素概念股;迪士尼;智慧停车;疫情监测;充电桩;联想概念;数字经济;深股通
88,太极集团,医药生物-中药-中药Ⅲ,-2.884,中医药;健康中国;成渝特区;两江新区;医保目录;融资融券;转融券标的;流感;医美概念;养老概念;眼科医疗;新冠治疗;央企国企改革;地方国企改革;国企改革;沪股通
89,中国卫通,国防军工-国防军工-航天装备,-2.941,一带一路;军工;富时罗素概念;融资融券;转融券标的;富时罗素概念股;冬奥会;地方国企改革;央企国企改革;中字头股票;国企改革;6G概念;沪股通
90,万兴科技,计算机-计算机应用-软件开发,-3.477,智能家居;物联网;国产软件;云办公;网红经济;虚拟现实;元宇宙;虚拟数字人;鸿蒙概念;电子商务;人民币贬值受益;AIGC概念;SAAS;信创;人工智能
