,股票简称,所属同花顺行业,最新涨跌幅,所属概念
68,菲菱科思,通信-通信设备-通信终端及配件,-0.344,注册制次新股;融资融券;转融券标的;新股与次新股;数据中心;5G;华为概念;新基建;F5G概念;小米概念;安防;芯片概念
69,普门科技,医药生物-医疗器械-体外诊断,-0.539,医疗器械概念;融资融券;转融券标的;体外诊断;医美概念;新冠检测;猴痘概念;养老金持股;抗原检测
70,百傲化学,基础化工-化学制品-农药,-0.605,消毒剂
71,恒林股份,轻工制造-家用轻工-家具,-0.75,小米概念;人民币贬值受益;精装修;跨境电商
72,松霖科技,轻工制造-家用轻工-其他家用轻工,-0.78,智能家居;C2M概念;全屋定制;人民币贬值受益;外贸受益概念
73,川仪股份,机械设备-仪器仪表-仪器仪表Ⅲ,-1.422,核电;高端装备;物联网感知层;物联网;工业互联网;碳中和;国产替代;融资融券;转融券标的;地方国企改革;国企改革;重庆国企改革
74,羚锐制药,医药生物-中药-中药Ⅲ,-1.564,医疗改革;中医药;融资融券;沪股通;转融券标的;芬太尼;标普道琼斯A股;养老金持股
75,拓尔思,计算机-计算机应用-软件开发,-1.984,反恐;大数据反恐;网络安全;SNS概念;腾讯概念;人工智能;大数据;智慧党建;超级计算机;电子信息;虚拟机器人;云计算;知识产权保护;互联网金融;军民融合;军工;金融科技;深股通;融媒体;虚拟数字人;元宇宙;数据安全;东数西算（算力）;数据中心;数字经济;国资云;IPV6;华为概念;电子身份证;智慧政务;乡村振兴;专精特新;信创;融资融券;转融券标的;web3.0;AIGC概念;世界杯;ChatGPT概念
76,欣贺股份,纺织服装-服装家纺-服装,-2.114,新零售;电子商务;抗病毒面料
77,海思科,医药生物-化学制药-化学制剂,-2.654,参股保险;抗癌;生物医药;融资融券;深股通;转融券标的;乙肝治疗;仿制药;医疗器械概念;银屑病;仿制药一致性评价;医保目录;富时罗素概念;富时罗素概念股;标普道琼斯A股;创新药;高血压药
78,立方制药,医药生物-化学制药-化学制剂,-2.791,医药电商;医保目录;中医药;肝炎概念;眼科医疗;仿制药一致性评价;高血压药
