,股票简称,所属同花顺行业,最新涨跌幅,所属概念
10,航天宏图,国防军工-国防军工-航天装备,5.138,卫星导航;融资融券;转融券标的;军工;华为概念;国产软件;无人机;太空经济;沪股通
11,松霖科技,轻工制造-家用轻工-其他家用轻工,5.059,智能家居;C2M概念;全屋定制;人民币贬值受益;外贸受益概念
12,海能达,通信-通信设备-通信网络设备及器件,4.690,安防;电子信息;骨传导;反恐;宽带中国;深股通;专网通信;物联网平台层;物联网;智慧城市;互联网金融;融资融券;区块链;转融券标的;口罩;卫星导航;5G;富时罗素概念;富时罗素概念股;黑洞概念;标普道琼斯A股;汽车电子;俄乌冲突概念;中俄贸易概念;人民币贬值受益
13,平高电气,电力设备-电力设备-输变电设备,4.672,一带一路;特高压;中原经济区;智能电网;融资融券;转融券标的;充电桩;新基建;富时罗素概念;富时罗素概念股;标普道琼斯A股;柔性直流输电;储能;高端装备;数字孪生;风电;地方国企改革;央企国企改革;国企改革;年报预增
14,艾比森,电子-光学光电子-LED,4.620,节能照明;创投;超清视频;华为概念;MiniLED;世界杯;年报预增
15,巨化股份,基础化工-化学制品-氟化工,4.265,类稀土;融资融券;转融券标的;萤石;制冷剂;沪股通;甲酸;消毒剂;集成电路概念;富时罗素概念;中芯国际概念;富时罗素概念股;氢氟酸;MSCI概念;标普道琼斯A股;锂电池;PVDF概念;氟化工概念;杭州亚运会;碳交易;养老金持股;地方国企改革;浙江国企改革;国企改革;年报预增
16,报喜鸟,纺织服装-服装家纺-服装,4.150,大数据;融资融券;转融券标的;创投;C2M概念;电子商务
17,中兴通讯,通信-通信设备-通信网络设备及器件,3.954,IPV6;网络安全;京东概念;三网融合;电子信息;虚拟现实;国家科技大会;TMT;融资融券;深股通;云计算;5G主设备;宽带中国;转融券标的;人工智能;芯片概念;智能终端;物联网;智慧城市;边缘计算;富时罗素概念;富时罗素概念股;网络切片;标普道琼斯A股;锂电池;新能源汽车;同花顺漂亮100;国产操作系统;富媒体;智能穿戴;虚拟运营商;汽车电子;数字经济;5G;MSCI概念;东数西算（算力）;数据中心;消费电子概念;国产软件;养老金持股;证金持股
18,积成电子,电力设备-电力设备-电气自控设备,3.811,电子信息;智能电网;充电桩;物联网应用层;3D打印;物联网;新能源汽车;能源互联网;电力物联网;光伏概念;碳中和;储能;华为概念;参股新三板;风电;数字孪生;网络安全;特高压;地下管网;数字经济;换电概念;国产软件;云计算;养老概念;动力电池回收;新型城镇化;高压快充;机器人概念;虚拟电厂;天然气;融资融券;转融券标的;轨道交通;人工智能
19,拓维信息,计算机-计算机应用-软件开发,3.636,移动支付;SNS概念;电子商务;电子信息;融资融券;转融券标的;动漫;大数据;边缘计算;云计算;工业互联网;手机游戏;深股通;富时罗素概念;国产操作系统;华为概念;鸿蒙概念;幼儿教育;SAAS;托育服务;三胎概念;东数西算（算力）;国产软件;智能交通;华为鲲鹏;智能制造;物联网;在线教育;人工智能;机器人概念;虚拟数字人;信创;智慧政务
20,迈得医疗,机械设备-自动化设备-其他自动化设备,3.567,融资融券;转融券标的;医疗器械概念;口罩;高端装备;机器人概念;专精特新
21,诺普信,基础化工-化学制品-农药,2.906,参股保险;国家科技大会;登革热;农村电商;乡村振兴;农村金融;互联网金融;草地贪夜蛾防治;融资融券;转融券标的;农业种植;富时罗素概念股;生态农业;草甘膦;标普道琼斯A股;数字乡村;土壤修复
22,诺力股份,计算机-计算机应用-IT服务,2.648,新能源物流车;双十一;锂电设备;宁德时代概念;机器人概念;智能物流;锂电池;统一大市场;冷链物流;人民币贬值受益
23,长源东谷,交运设备-汽车零部件-汽车零部件Ⅲ,2.432,国六标准、国六排放、国六;一体化压铸;新能源汽车;汽车电子
24,赛科希德,医药生物-医疗器械-体外诊断,2.316,医疗器械概念;体外诊断;融资融券;转融券标的
25,剑桥科技,通信-通信设备-通信终端及配件,2.103,宽带中国;物联网;智能家居;5G;工业互联网;新基建;边缘计算;华为概念;融资融券;转融券标的;人民币贬值受益;F5G概念;年报预增;共封装光学（CPO）
26,欣贺股份,纺织服装-服装家纺-服装,10.047,新零售;电子商务;抗病毒面料
27,三美股份,基础化工-化学制品-氟化工,10.013,制冷剂;融资融券;转融券标的;氢氟酸;锂电池;集成电路概念;PVDF概念;氟化工概念
28,皖通高速,交通运输-公路铁路运输-高速公路,1.942,融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;安徽国企改革;国企改革
29,菲菱科思,通信-通信设备-通信终端及配件,1.817,注册制次新股;融资融券;转融券标的;新股与次新股;数据中心;5G;华为概念;新基建;F5G概念;小米概念;安防;芯片概念
30,威胜信息,通信-通信设备-通信终端及配件,1.801,融资融券;转融券标的;智慧城市;物联网;电力物联网;智能电网;芯片概念;阿里巴巴概念;充电桩;腾讯概念;能源互联网;专精特新
31,立方制药,医药生物-化学制药-化学制剂,1.646,医药电商;医保目录;中医药;肝炎概念;眼科医疗;仿制药一致性评价;高血压药
32,元祖股份,食品饮料-食品加工制造-休闲食品,1.611,长三角一体化;台湾概念股;大消费;新零售
33,中国卫星,国防军工-国防军工-航天装备,1.589,国产替代;一带一路;卫星导航;月球车;遥感技术;融资融券;阅兵;嫦娥概念;军民融合;航空航天;大飞机;高端装备;航天系;转融券标的;国产航母;无人机;军工;富时罗素概念;富时罗素概念股;芯片概念;标普道琼斯A股;太空经济;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
34,金迪克,医药生物-生物制品-疫苗,1.518,生物疫苗;融资融券;转融券标的
35,轻纺城,商贸零售-零售-商业物业经营,1.261,跨境电商;融资融券;转融券标的;电子商务;创投;地方国企改革;浙江国企改革;国企改革;参股银行;年报预增
36,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,1.136,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
37,四方科技,机械设备-通用设备-制冷空调设备,1.071,富时罗素概念股;冷链物流;专精特新;标普道琼斯A股;预制菜;年报预增
38,鼎信通讯,通信-通信设备-通信网络设备及器件,0.876,智能电网;芯片概念;物联网应用层;物联网;标普道琼斯A股;消防装备;充电桩;电力物联网;MCU芯片;虚拟电厂
39,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,0.848,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
40,长虹美菱,家用电器-白色家电-冰洗,0.777,智能家居;电子商务;家用电器;独角兽概念;垃圾分类;冷链物流;工业互联网;参股新三板;医疗器械概念;疫苗存储;地热能;空气能热泵;小米概念;融资融券;转融券标的;地方国企改革;国企改革;血氧仪;一带一路;年报预增;人工智能;北交所概念
41,盐津铺子,食品饮料-食品加工制造-休闲食品,0.764,电子商务;休闲零食;深股通;富时罗素概念;融资融券;转融券标的;养老金持股;年报预增
42,好莱客,轻工制造-家用轻工-家具,0.604,智能家居;工业4.0;全屋定制;网络直播;富时罗素概念股;标普道琼斯A股;年报预增
43,宏盛股份,机械设备-通用设备-其他通用设备,0.420,人民币贬值受益;新能源汽车;煤化工;乡村振兴;农机;碳中和;牙科医疗;年报预增
44,航天电子,国防军工-国防军工-航天装备,0.390,大容量通信;月球车;军民融合;融资融券;卫星导航;沪股通;航天系;航空航天;转融券标的;太赫兹;军工;集成电路概念;雷达;特高压;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;量子科技;无人机;芯片概念;太空经济;地方国企改革;央企国企改革;国企改革
45,鲁泰A,纺织服装-纺织制造-棉纺,0.353,环渤海;电子商务;融资融券;转融券标的;央视财经50;B转H;棉纱;人民币贬值受益;新零售;生物疫苗;职业教育;C2M概念;东盟自贸区;口罩;养老金持股;证金持股;抗病毒面料;年报预增
46,南钢股份,黑色金属-钢铁-普钢,0.247,参股新三板;工业4.0;人工智能;创投;互联网钢铁;铁矿石;涉矿;可燃冰;核电;融资融券;转融券标的;一带一路;沪股通;工业互联网;C2M概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;债转股(AMC概念);养老金持股
47,正元智慧,计算机-计算机设备-计算机设备Ⅲ,0.208,在线教育;交通一卡通;蚂蚁金服概念;移动支付;国产软件;创业板重组松绑;边缘计算;无感支付;云计算;人工智能;区块链;物联网;数字货币;华为概念;杭州亚运会;共同富裕示范区;数字经济;电子身份证;元宇宙;华为鲲鹏;疫情监测;人力资源服务;职业教育;数字孪生;web3.0
48,园城黄金,综合-综合-综合Ⅲ,-8.342,涉矿;小金属概念;黄金概念;壳资源;摘帽
49,华金资本,非银金融-保险及其他-多元金融,-5.045,IPV6;横琴新区;重金属治理;元器件;参股新三板;独角兽概念;创投;石墨烯;口罩;参股券商;污水处理;澳交所概念;锂电池;粤港澳大湾区;地方国企改革;广东国企改革;珠海国企改革;国企改革
50,西藏药业,医药生物-中药-中药Ⅲ,-3.523,小额贷款;抗癌;中医药;医保目录;冬虫夏草;人脑工程;生物医药;医疗器械概念;生物疫苗;MSCI概念;沪股通;富时罗素概念;融资融券;转融券标的;年报预增
51,百亚股份,美容护理-美容护理-个护用品,-3.298,电子商务;三胎概念;平安资管持股;网络直播
52,申科股份,机械设备-通用设备-金属制品,-3.187,西气东输;壳资源
53,万泽股份,医药生物-生物制品-其他生物制品,-2.303,涉矿;生物医药;医保目录;大飞机;航空发动机;军工;融资融券;转融券标的
54,向日葵,医药生物-化学制药-化学制剂,-2.268,分布式发电;生物医药;高血压药
55,龙磁科技,有色金属-金属新材料-磁性材料,-2.149,稀土永磁;新材料概念;新能源汽车;专精特新;光伏概念
56,网达软件,计算机-计算机应用-软件开发,-2.026,网络直播;超清视频;国产软件;国产操作系统;华为概念;上海自贸区;虚拟现实;SAAS;人工智能;虚拟数字人;元宇宙;世界杯;信创;在线教育;冬奥会;AIGC概念
57,浙江仙通,交运设备-汽车零部件-汽车零部件Ⅲ,-1.935,新能源汽车;比亚迪概念
58,一品红,医药生物-化学制药-化学制剂,-1.583,儿童医药医疗;医保目录;深股通;板蓝根;三胎概念;生物疫苗;肝炎概念;猴痘概念;粤港澳大湾区;流感
59,新农股份,基础化工-化学制品-农药,-1.455,磷化工;乡村振兴
60,三变科技,电力设备-电力设备-输变电设备,-1.141,智能电网;小额贷款;储能;光伏概念;风电;专精特新;融资融券;转融券标的;地方国企改革;国企改革;共同富裕示范区;年报预增
61,中牧股份,农林牧渔-农业服务-动物保健,-0.577,兽药;参股保险;西尼罗病毒;饲料;医保目录;猪瘟疫情;赛马概念;禽流感;流感;动物疫苗;融资融券;转融券标的;分拆上市意愿;地方国企改革;央企国企改革;中字头股票;国企改革
62,武商集团,商贸零售-零售-百货零售,-0.341,武汉金改;武汉自贸区;融资融券;电子商务;深股通;商超百货;转融券标的;新零售;富时罗素概念;免税店;社区团购;标普道琼斯A股;参股民营银行;消费金融;预制菜;富时罗素概念股;露营经济;白酒概念;物流电商平台;一带一路;地方国企改革;国企改革;参股银行
63,恒林股份,轻工制造-家用轻工-家具,-0.240,小米概念;人民币贬值受益;精装修;跨境电商
