,股票简称,所属同花顺行业,最新涨跌幅,所属概念
15,中材节能,环保-环保-固废治理,2.743,中巴经济走廊;雄安新区;节能环保;一带一路;电力改革;标普道琼斯A股;碳中和;中材系;融资融券;建筑节能;碳交易;转融券标的;储能;光热发电;中字头股票;地方国企改革;央企国企改革;国企改革
16,汤姆猫,传媒-传媒-游戏,2.496,幼儿教育;IP概念;深股通;人工智能;大数据;广告营销;文化传媒;阿里巴巴概念;手机游戏;知识产权保护;增强现实;区块链;VR游戏;虚拟现实;云游戏;华为概念;网红经济;影视娱乐;富时罗素概念;MSCI概念;动漫;快手概念;富时罗素概念股;NFT概念;元宇宙;托育服务;facebook概念;抖音概念;鸿蒙概念;脑科学;人脑工程;融资融券;转融券标的;AIGC概念;ChatGPT概念;数据中心
17,国药一致,医药生物-医药商业-医药商业Ⅲ,2.481,单抗;抗癌;医疗改革;融资融券;深股通;转融券标的;智能医疗;互联网医疗;富时罗素概念;富时罗素概念股;标普道琼斯A股;冷链物流;新冠疫苗;央企国企改革;地方国企改革;国企改革
18,康恩贝,医药生物-中药-中药Ⅲ,2.472,医药电商;养老概念;抗肝癌;抗癌;智能医疗;融资融券;转融券标的;医保目录;中医药;医疗改革;互联网医疗;工业大麻;仿制药;富时罗素概念;富时罗素概念股;眼科医疗;MSCI概念;标普道琼斯A股;幽门螺杆菌概念;股权转让;专精特新;毛发医疗;仿制药一致性评价;创新药;地方国企改革;浙江国企改革;国企改革;蒙脱石散
19,昆药集团,医药生物-中药-中药Ⅲ,2.385,抗癌;融资融券;沪股通;转融券标的;中医药;保健品;富时罗素概念;富时罗素概念股;标普道琼斯A股;医保目录;疟疾;青蒿素;工业大麻;养老金持股;国企改革;央企国企改革
20,博睿数据,计算机-计算机应用-IT服务,2.147,融资融券;转融券标的;人工智能;大数据;百度概念
21,老凤祥,轻工制造-家用轻工-饰品,1.905,黄金租赁;象牙加工销售;奢侈品;老字号;融资融券;沪股通;转融券标的;小金属概念;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;白银;上海国企改革;地方国企改革;国企改革
22,新华医疗,医药生物-医疗器械-医疗设备,1.875,互联网医疗;融资融券;转融券标的;医疗器械概念;消毒剂;医疗废物处理;富时罗素概念;大消费;富时罗素概念股;标普道琼斯A股;国产替代;民营医院;生物医药;体外诊断;方舱医院;地方国企改革;国企改革;山东国企改革
23,达仁堂,医药生物-中药-中药Ⅲ,1.805,医疗改革;基因芯片;养老概念;滨海新区;融资融券;沪股通;转融券标的;中医药;老字号;富时罗素概念;标普道琼斯A股;富时罗素概念股
24,本川智能,电子-半导体及元件-印制电路板,1.795,5G;汽车电子;华为概念;军工;特斯拉;融资融券;转融券标的;新能源汽车;机器人概念;PCB概念;专精特新;医疗器械概念;毫米波雷达;6G概念
25,中铁工业,交运设备-非汽车交运-轨交设备,1.719,铁路基建;一带一路;西部开发;融资融券;转融券标的;基建工程;轨道交通;高铁;中铁系;富时罗素概念股;MSCI概念;标普道琼斯A股;高端装备;抽水蓄能;磁悬浮;海上风电;地方国企改革;央企国企改革;中字头股票;国企改革
26,华恒生物,基础化工-化学制品-食品及饲料添加剂,1.705,融资融券;转融券标的;年报预增
27,农业银行,银行-银行-国有大型银行,1.689,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股
28,中铁装配,建筑材料-建筑材料-其他建材,1.639,一带一路;乡村振兴;装配式建筑;雄安新区;创业板重组松绑;中铁系;建筑节能;方舱医院;地方国企改革;央企国企改革;中字头股票;国企改革
29,平高电气,电力设备-电力设备-输变电设备,1.608,一带一路;特高压;中原经济区;智能电网;融资融券;转融券标的;充电桩;新基建;富时罗素概念;富时罗素概念股;标普道琼斯A股;柔性直流输电;储能;高端装备;数字孪生;风电;地方国企改革;央企国企改革;国企改革;年报预增
30,海油工程,石油石化-油气开采及服务-油服工程,1.574,一带一路;高端装备;油气开采;央企控股;滨海新区;油价上调;环渤海;融资融券;沪股通;转融券标的;海工装备;天然气;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;地方国企改革;央企国企改革;国企改革;年报预增
31,大秦铁路,交通运输-公路铁路运输-铁路运输,1.414,铁路基建;铁路混改;融资融券;转融券标的;中铁系;富时罗素概念;富时罗素概念股;标普道琼斯A股;沪股通;MSCI概念;证金持股;央企国企改革;国企改革
32,中信银行,银行-银行-股份制银行,1.365,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;证金持股;中字头股票;国企改革
33,华夏银行,银行-银行-股份制银行,1.128,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;跨境支付（CIPS）;MSCI概念
34,通宝能源,公用事业-电力-火电,1.097,融资融券;转融券标的;证金持股;山西国企改革;地方国企改革;国企改革;年报预增
35,交通银行,银行-银行-国有大型银行,0.998,浦东新区;融资融券;沪股通;村镇银行;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;跨境支付（CIPS）;MSCI概念;证金持股
36,中国银行,银行-银行-国有大型银行,0.906,央视财经50;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;优先股概念;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股;中字头股票;国企改革
37,建设银行,银行-银行-国有大型银行,0.861,央视财经50;融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;跨境支付（CIPS）;MSCI概念;证金持股;国企改革
38,青岛啤酒,食品饮料-饮料制造-啤酒,0.71,老字号;超级品牌;厄尔尼诺概念;央视财经50;融资融券;沪股通;转融券标的;啤酒概念;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MSCI概念;大消费;世界杯;证金持股;地方国企改革;国企改革;山东国企改革
39,北京城乡,商贸零售-零售-百货零售,0.651,商超百货;新零售;人力资源服务;旅游;国企改革;地方国企改革;北京国企改革
40,民和股份,农林牧渔-养殖业-畜禽养殖,0.647,生态农业;家禽养殖;循环经济;养鸡;融资融券;转融券标的;富时罗素概念;富时罗素概念股;电子商务;预制菜;生物质能发电
41,新华文轩,传媒-传媒-出版,0.632,沪股通;平面媒体;文化传媒;电子商务;独角兽概念;区块链应用;知识产权保护;区块链;富时罗素概念;富时罗素概念股;标普道琼斯A股;四川国企改革;地方国企改革;国企改革
42,海创药业,医药生物-化学制药-化学制剂,0.58,科创次新股;新股与次新股;融资融券;新冠治疗;转融券标的;生物医药;创新药
43,启明星辰,计算机-计算机应用-软件开发,0.224,云计算;腾讯概念;国家科技大会;电子信息;深股通;转融券标的;智慧城市;美团概念股;军民融合;工业互联网;网络安全;边缘计算;国产软件;大数据;VPN;富时罗素概念;富时罗素概念股;黑洞概念;MSCI概念;标普道琼斯A股;车联网;数据安全;数据中心;数字经济;电子身份证;军工;东数西算（算力）;华为概念;华为欧拉;融资融券;信创
44,华荣股份,机械设备-专用设备-其他专用设备,0.112,太阳能;军工;光伏概念
45,福瑞股份,医药生物-医疗器械-医疗设备,0.0,冬虫夏草;互联网医疗;医疗器械概念;创业板重组松绑;参股保险;中医药;三胎概念;家庭医生;肝炎概念;辉瑞概念;人民币贬值受益;融资融券;转融券标的
46,九强生物,医药生物-医疗器械-体外诊断,0.0,生物医药;深股通;医疗器械概念;富时罗素概念;富时罗素概念股;新冠检测;专精特新;幽门螺杆菌概念;融资融券;转融券标的;抗原检测
47,中国卫通,国防军工-国防军工-航天装备,-0.16,一带一路;军工;富时罗素概念;融资融券;转融券标的;富时罗素概念股;冬奥会;地方国企改革;央企国企改革;中字头股票;国企改革;6G概念
48,中国建筑,建筑装饰-建筑装饰-房屋建设,-0.166,央企控股;海绵城市;地下管网;融资融券;沪股通;转融券标的;基建工程;一带一路;中非合作;PPP概念;数字孪生;棚户区改造;富时罗素概念;富时罗素概念股;标普道琼斯A股;装配式建筑;MSCI概念;方舱医院;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
49,国药股份,医药生物-医药商业-医药商业Ⅲ,-0.266,抗癌;医疗改革;融资融券;转融券标的;医保目录;芬太尼;流感;医药电商;富时罗素概念;富时罗素概念股;冷链物流;MSCI概念;标普道琼斯A股;新冠疫苗;地方国企改革;央企国企改革;国企改革
50,粤高速A,交通运输-公路铁路运输-高速公路,-0.377,广东基建;参股券商;南沙新区;粤港澳大湾区;富时罗素概念股;标普道琼斯A股;深股通;广东国企改革;地方国企改革;国企改革
51,潮宏基,轻工制造-家用轻工-饰品,-0.413,奢侈品;黄金概念;小金属概念;网络直播;新零售;电子商务;迪士尼;培育钻石;NFT概念
52,四川路桥,建筑装饰-建筑装饰-基础建设,-0.452,西部开发;成渝特区;石墨烯;成都天府新区;涉矿;融资融券;沪股通;转融券标的;一带一路;正极材料;富时罗素概念;富时罗素概念股;标普道琼斯A股;铁矿石;碳中和;MSCI概念;锂电池;碳交易;PPP概念;地方国企改革;国企改革;年报预增;四川国企改革
53,山东出版,传媒-传媒-出版,-0.571,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
54,润达医疗,医药生物-医药商业-医药商业Ⅲ,-0.603,生物医药;沪股通;医疗器械概念;互联网医疗;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;体外诊断;新冠检测;股权转让;幽门螺杆菌概念;猴痘概念;地方国企改革;国企改革;浙江国企改革;人工智能
55,青岛港,交通运输-港口航运-港口,-0.681,沪股通;一带一路;华为概念;融资融券;中韩自贸区;转融券标的;富时罗素概念;富时罗素概念股;区块链;标普道琼斯A股;集装箱;股权转让;中俄贸易概念;地方国企改革;山东国企改革;国企改革
56,中国交建,建筑装饰-建筑装饰-基础建设,-0.843,铁路基建;马歇尔计划;高铁;中巴经济走廊;融资融券;沪股通;转融券标的;基建工程;中非合作;一带一路;富时罗素概念;参股券商;水利;富时罗素概念股;标普道琼斯A股;雄安新区;公路建设;风电;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
57,唐山港,交通运输-港口航运-港口,-0.968,京津冀一体化;环渤海;雄安新区;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;养老金持股;证金持股;地方国企改革;国企改革
58,山东高速,交通运输-公路铁路运输-高速公路,-0.969,涉矿;国家科技大会;一带一路;参股券商;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;山东国企改革;国企改革;参股银行
59,伟星新材,建筑材料-建筑材料-管材,-1.022,新材料概念;融资融券;深股通;地下管网;转融券标的;石墨烯;海绵城市;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;保障房
60,宁沪高速,交通运输-公路铁路运输-高速公路,-1.259,融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;江苏国企改革;国企改革
61,长源东谷,交运设备-汽车零部件-汽车零部件Ⅲ,-1.315,国六标准、国六排放、国六;一体化压铸;新能源汽车;汽车电子
62,招商公路,交通运输-公路铁路运输-高速公路,-1.399,公路建设;深股通;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;参股万达商业;光伏概念;地方国企改革;央企国企改革;国企改革
63,仙琚制药,医药生物-化学制药-化学制剂,-1.422,生物医药;深股通;融资融券;转融券标的;富时罗素概念;富时罗素概念股;辅助生殖;标普道琼斯A股;毛发医疗;创新药;地方国企改革;国企改革
64,中国通号,交运设备-非汽车交运-轨交设备,-1.439,轨道交通;高铁;融资融券;转融券标的;沪股通;富时罗素概念;华为概念;MSCI概念;中铁系;地方国企改革;央企国企改革;中字头股票;国企改革
65,南方传媒,传媒-传媒-出版,-1.453,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
66,佐力药业,医药生物-中药-中药Ⅲ,-1.48,医疗改革;中医药;生物医药;健康中国;独角兽概念;医保目录;细胞免疫治疗;基因测序;冬虫夏草;共同富裕示范区;股权转让;医药电商;电子商务;网络直播;年报预增
67,浙能电力,公用事业-电力-火电,-1.519,一带一路;融资融券;转融券标的;核电;富时罗素概念股;超超临界发电;地方国企改革;浙江国企改革;国企改革
68,寿仙谷,医药生物-中药-中药Ⅲ,-1.519,中医药;老字号;保健品;工业大麻;维生素;数字经济
69,杰恩设计,建筑装饰-建筑装饰-工程咨询服务,-1.571,轨道交通;华为概念;虚拟现实;创业板重组松绑;精装修
70,中国中车,交运设备-非汽车交运-轨交设备,-1.743,央企控股;融资租赁;参股保险;高铁;联通混改;PPP概念;有轨电车;铁路混改;融资融券;铁路基建;沪股通;电机电控;转融券标的;雄安新区;轨道交通;磁悬浮;高端装备;富时罗素概念;富时罗素概念股;标普道琼斯A股;新能源汽车;IGBT;燃料电池;MSCI概念;一带一路;活性炭;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革;风电
71,中国汽研,交运设备-汽车服务-汽车服务Ⅲ,-1.815,有轨电车;智能汽车;尾气治理;新能源汽车;融资融券;转融券标的;无人驾驶;汽车电子;燃料电池;华为汽车;氢能源;胎压监测;沪股通;养老金持股;地方国企改革;央企国企改革;中字头股票;国企改革
72,盛天网络,传媒-传媒-游戏,-1.855,网络游戏;手机游戏;独角兽概念;VPN;云游戏;电子竞技;云计算;广告营销;快手概念;创投;文化传媒;元宇宙;东数西算（算力）;大数据;年报预增
73,重庆百货,商贸零售-零售-百货零售,-1.937,成渝特区;重庆自贸区;两江新区;融资融券;沪股通;转融券标的;互联网金融;宝能系;富时罗素概念;富时罗素概念股;消费金融;标普道琼斯A股;商超百货;新零售;证金持股
74,锐捷网络,通信-通信设备-通信网络设备及器件,-1.972,转融券标的;网络安全;注册制次新股;融资融券;国资云;新股与次新股;地方国企改革;数字经济;数据中心;国企改革;腾讯概念;阿里巴巴概念;福建自贸区;共封装光学（CPO）
75,普路通,交通运输-物流-物流Ⅲ,-2.025,电子信息;小米概念;融资租赁;跨境电商;供应链金融;区块链;储能;钠离子电池
76,众兴菌业,农林牧渔-种植业与林业-其他种植业,-2.092,乡村振兴;农业种植;西部开发;年报预增
77,滨海能源,轻工制造-包装印刷-印刷,-2.243,滨海新区;环渤海
78,九典制药,医药生物-化学制药-化学制剂,-2.702,仿制药一致性评价;熊去氧胆酸
79,迈得医疗,机械设备-自动化设备-其他自动化设备,-2.721,融资融券;转融券标的;医疗器械概念;口罩;高端装备;机器人概念;专精特新
80,国脉文化,传媒-传媒-广告营销,-2.736,在线旅游;阿里巴巴概念;IP概念;电子信息;央企控股;电子商务;易信;王者荣耀;网络视频;融资融券;数字阅读;转融券标的;文化传媒;电信业整合;手机游戏;旅游;云游戏;虚拟现实;华为概念;富媒体;元宇宙;NFT概念;虚拟数字人;数字经济;数字孪生;在线教育;地方国企改革;央企国企改革;国企改革
81,信息发展,计算机-计算机应用-软件开发,-3.429,腾讯概念;虚拟现实;区块链应用;数据存储;食品安全;阿里巴巴概念;国产软件;工业大麻;药品信息化追溯;数字乡村;区块链;数字中国;卫星导航;智慧政务;央企国企改革;国企改革
82,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,-3.515,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
83,润泽科技,计算机-计算机应用-IT服务,-3.659,食品包装;工业4.0;创业板重组松绑;数据中心;东数西算（算力）;年报预增
84,中文传媒,传媒-传媒-出版,-3.863,新媒体;鄱阳湖经济区;融资融券;沪股通;广播电视;平面媒体;转融券标的;虚拟现实;文化传媒;参股新三板;在线教育;VR平台;手机游戏;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;国企改革
85,中船科技,国防军工-国防军工-航海装备,-3.941,高端装备;LNG动力船;船舶升级概念;海洋经济;国产航母;军工;海工装备;一带一路;融资融券;机械装备;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;PPP概念;中船系;风电;地方国企改革;央企国企改革;中字头股票;国企改革
86,宇通客车,交运设备-汽车整车-商用载客车,-4.511,新能源;中原经济区;LNG汽车;校车;汽车制造概念;融资融券;新能源整车;转融券标的;新能源汽车;河南自贸区;燃料电池;无人驾驶;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念;冷链物流;证金持股;世界杯
87,美亚光电,机械设备-专用设备-其他专用设备,-4.799,智能医疗;食品安全;深股通;医疗器械概念;融资融券;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;牙科医疗;养老金持股
