,股票简称,所属同花顺行业,最新涨跌幅,所属概念
44,汇创达,电子-光学光电子-面板,1.566,融资融券;转融券标的;富士康概念;国产替代;华为概念;小米概念;消费电子概念;智能家居
45,重庆百货,商贸零售-零售-百货零售,1.472,成渝特区;重庆自贸区;两江新区;融资融券;沪股通;转融券标的;互联网金融;宝能系;富时罗素概念;富时罗素概念股;消费金融;标普道琼斯A股;商超百货;新零售;证金持股
46,赛科希德,医药生物-医疗器械-体外诊断,1.405,医疗器械概念;体外诊断;融资融券;转融券标的
47,鲁泰A,纺织服装-纺织制造-棉纺,1.405,环渤海;电子商务;融资融券;转融券标的;央视财经50;B转H;棉纱;人民币贬值受益;新零售;生物疫苗;职业教育;C2M概念;东盟自贸区;口罩;养老金持股;证金持股;抗病毒面料;年报预增
48,中控技术,机械设备-自动化设备-工控设备,1.355,融资融券;转融券标的;工业4.0;工业互联网;智能制造;沪股通;信创
49,盐津铺子,食品饮料-食品加工制造-休闲食品,1.000,电子商务;休闲零食;深股通;富时罗素概念;融资融券;转融券标的;养老金持股;年报预增
50,九典制药,医药生物-化学制药-化学制剂,0.944,仿制药一致性评价;熊去氧胆酸
51,新化股份,基础化工-化学制品-其他化学制品,0.851,污水处理;消毒剂;集成电路概念;烟草;氢氟酸;磷化工;盐湖提锂;融资融券;转融券标的;年报预增
52,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,-3.011,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
53,恒为科技,计算机-计算机设备-计算机设备Ⅲ,-2.903,云计算;网络切片;国产软件;网络安全;IPV6;数字孪生;国产操作系统;物联网;国产替代;智慧城市;人工智能;大数据;机器学习;工业4.0;华为概念;数据中心;边缘计算;鸿蒙概念;数据安全;5G主设备;专精特新;东数西算（算力）;5G;能源互联网;工业互联网;智能制造;智能电网;机器人概念;信创;创投;军工;新能源
54,浩瀚深度,通信-通信设备-其他通信设备,-2.484,转融券标的;网络安全;新股与次新股;科创次新股;融资融券
55,威胜信息,通信-通信设备-通信终端及配件,-2.177,融资融券;转融券标的;智慧城市;物联网;电力物联网;智能电网;芯片概念;阿里巴巴概念;充电桩;腾讯概念;能源互联网;专精特新
56,拓维信息,计算机-计算机应用-软件开发,-1.200,SNS概念;电子商务;移动支付;电子信息;融资融券;转融券标的;动漫;大数据;边缘计算;云计算;工业互联网;手机游戏;深股通;富时罗素概念;国产操作系统;华为概念;鸿蒙概念;幼儿教育;SAAS;托育服务;三胎概念;东数西算（算力）;国产软件;智能交通;华为鲲鹏;智能制造;物联网;在线教育;人工智能;机器人概念;虚拟数字人;信创;智慧政务
57,朗科科技,计算机-计算机设备-计算机设备Ⅲ,-1.106,三星;数据存储;元器件;内存;存储芯片;知识产权保护;芯片概念;融资融券;转融券标的;人民币贬值受益;粤港澳大湾区;地方国企改革;国企改革
58,润建股份,通信-通信服务-通信服务Ⅲ,-0.272,雄安新区;边缘计算;电力物联网;大数据;区块链;数据中心;工业互联网;无人机;网络切片;标普道琼斯A股;云计算;光伏概念;深股通;5G;储能;华为概念;虚拟现实;虚拟电厂;信创
59,海澜之家,纺织服装-服装家纺-服装,-0.161,智能物流;阿里巴巴概念;融资融券;腾讯概念;转融券标的;新零售;网络直播;电子商务;富时罗素概念股;标普道琼斯A股;消费金融;MSCI概念;三胎概念;大消费;证金持股
60,航天宏图,国防军工-国防军工-航天装备,-0.144,卫星导航;融资融券;转融券标的;军工;华为概念;国产软件;无人机;太空经济;沪股通
61,三美股份,基础化工-化学制品-氟化工,-0.088,制冷剂;融资融券;转融券标的;氢氟酸;锂电池;集成电路概念;PVDF概念;氟化工概念
