,股票简称,所属同花顺行业,最新涨跌幅,所属概念
16,巨人网络,传媒-传媒-游戏,9.984,游轮;供应链金融;中概股回归;在线旅游;深股通;VR游戏;虚拟现实;电子竞技;创投;网络游戏;互联网医疗;互联网金融;住房租赁;融资融券;转融券标的;云游戏;手机游戏;腾讯概念;蚂蚁金服概念;富时罗素概念股;标普道琼斯A股;参股保险;元宇宙;华为概念;MSCI概念
17,四川长虹,家用电器-黑色家电-彩电,9.97,数字电视;OLED;三网融合;网络电视;成渝特区;智能终端;融资融券;区块链应用;转融券标的;人工智能;智能电视;物联网;工业互联网;军民融合;家用电器;军工;超清视频;芯片概念;磁悬浮;网络直播;区块链;TMT;钒电池;机器人概念;虚拟现实;地方国企改革;国企改革;跨境支付（CIPS）;医疗器械概念;大数据;信创;血氧仪;跨境电商;年报预增;毫米波雷达;沪股通;百度概念
18,同方股份,计算机-计算机设备-计算机设备Ⅲ,9.969,智能家居;癌症定量检测;军工;安防;物联网;电子书;太赫兹;参股新三板;电子信息;数字电视;量子霍尔;节能照明;电子标签;养老概念;融资融券;转融券标的;物联网感知层;网络安全;电子车牌;云计算;PPP概念;创投;移动支付;海绵城市;国产操作系统;参股券商;互联网保险;富时罗素概念股;紫光系;智慧城市;在线教育;北交所概念;土壤修复;区块链;数字经济;信创;机器人概念;大数据;地方国企改革;央企国企改革;国企改革;人工智能;华为概念;沪股通
19,常山北明,计算机-计算机应用-IT服务,9.961,互联网银行;京津冀一体化;深股通;腾讯概念;网络安全;大数据;智慧城市;雄安新区;融资融券;区块链;转融券标的;数据中心;富时罗素概念;富时罗素概念股;标普道琼斯A股;华为概念;工业互联网;智慧政务;国资云;华为鲲鹏;疫情监测;国产软件;冷链物流;地方国企改革;国企改革;参股银行;数据确权;数字经济;智能交通;电子商务;机器人概念;信创;数据安全;人工智能;百度概念
20,特发信息,通信-通信设备-通信线缆及配套,9.81,宽带中国;光纤;光纤光缆;芯片概念;5G;军工;创投;融资融券;华为概念;转融券标的;特高压;富时罗素概念;富时罗素概念股;智慧城市;数据中心;标普道琼斯A股;云计算;大数据;国资云;IPV6;东数西算（算力）;航空航天;无人机;抖音概念;新基建;一带一路;地方国企改革;国企改革;深圳国企改革;广东国企改革;人工智能;信创;智能电网;粤港澳大湾区;共封装光学（CPO）;深股通;6G概念
21,星环科技,计算机-计算机应用-软件开发,9.637,融资融券;转融券标的;大数据;新股与次新股;国产替代;国产软件;科创次新股;信创;人工智能
22,寒武纪,电子-半导体及元件-集成电路设计,9.581,融资融券;转融券标的;芯片概念;人工智能;阿里巴巴概念;国产操作系统;边缘计算;MSCI概念;东数西算（算力）;先进封装（Chiplet）;沪股通
23,金山办公,计算机-计算机应用-软件开发,8.641,国产软件;融资融券;转融券标的;云办公;同花顺漂亮100;腾讯概念;沪股通;信创
24,华凯易佰,商贸零售-互联网电商-互联网电商Ⅲ,8.409,虚拟现实;创业板重组松绑;跨境电商;元宇宙;人民币贬值受益;双十一;ChatGPT概念;AIGC概念
25,深科技,电子-消费电子-消费电子零部件及组装,8.104,TMT;电子信息;智能电网;工业4.0;三星;数据存储;存储芯片;深股通;芯片封装测试;超级电容;节能照明;芯片概念;内存;集成电路概念;融资融券;区块链;医疗器械概念;新能源汽车;转融券标的;MSCI概念;富时罗素概念;无人机;富时罗素概念股;蓝宝石;标普道琼斯A股;华为概念;消费电子概念;智能制造;先进封装（Chiplet）;地方国企改革;央企国企改革;国企改革
26,中石科技,电子-电子化学品-电子化学品Ⅲ,7.418,新材料概念;5G;苹果概念;华为概念;富士康概念;新能源汽车;石墨烯;汽车热管理;VR设备;虚拟现实;数据中心
27,万兴科技,计算机-计算机应用-软件开发,7.285,智能家居;物联网;国产软件;云办公;网红经济;虚拟现实;元宇宙;虚拟数字人;鸿蒙概念;电子商务;人民币贬值受益;AIGC概念;SAAS;信创;人工智能;ChatGPT概念
28,漫步者,电子-消费电子-品牌消费电子,7.281,骨传导;智能穿戴;音乐产业;智能音箱;腾讯音乐概念;无线耳机;深股通;融资融券;转融券标的;迪士尼;口罩;消费电子概念;电子竞技;电子商务
29,赛腾股份,机械设备-自动化设备-工控设备,7.23,工业4.0;沪股通;芯片概念;无线耳机;芯片封装测试;集成电路概念;标普道琼斯A股;新能源汽车;特斯拉;锂电池;苹果概念;融资融券;转融券标的;年报预增
30,汤姆猫,传媒-传媒-游戏,7.183,幼儿教育;IP概念;深股通;人工智能;大数据;广告营销;文化传媒;阿里巴巴概念;手机游戏;知识产权保护;增强现实;区块链;VR游戏;虚拟现实;云游戏;华为概念;网红经济;影视娱乐;富时罗素概念;MSCI概念;动漫;快手概念;富时罗素概念股;NFT概念;元宇宙;托育服务;facebook概念;抖音概念;鸿蒙概念;人脑工程;脑科学;融资融券;转融券标的;AIGC概念;ChatGPT概念;数据中心
31,易华录,计算机-计算机应用-IT服务,7.068,安防;京津冀一体化;农村电商;融资融券;深股通;转融券标的;乡村振兴;智能交通;物联网平台层;物联网;云计算;PPP概念;智慧城市;大数据;商汤科技概念;独角兽概念;边缘计算;雄安新区;阿里巴巴概念;京东概念;富时罗素概念;富时罗素概念股;车联网;数字中国;人工智能;电子车牌;网络安全;华为概念;东数西算（算力）;国资云;MSCI概念;养老概念;百度概念;数字经济;信创;地方国企改革;央企国企改革;国企改革;数据确权;数据交易中心;数字孪生;一带一路
32,神州泰岳,传媒-传媒-游戏,6.549,职业教育;电子信息;在线教育;融资融券;机器人概念;深股通;5G;转融券标的;服务机器人;区块链应用;征信;大数据;手机游戏;工业互联网;人工智能;物联网;区块链;态势感知;网络安全;密码安全管理;智慧城市;富时罗素概念;富时罗素概念股;富媒体;电力物联网;华为概念;IPV6;智能电网;人脸识别;创投;边缘计算;数字孪生;智慧政务;数据安全;乡村振兴;数字经济;人民币贬值受益;AIGC概念;ChatGPT概念;信创
33,掌阅科技,传媒-传媒-数字媒体,6.362,大消费;IP概念;数字阅读;文化传媒;知识产权保护;独角兽概念;华为概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;抖音概念;电子纸;人工智能;沪股通
34,杭齿前进,机械设备-通用设备-金属制品,6.129,军工;核电;风电;债转股(AMC概念);减速器;地方国企改革;国企改革;浙江国企改革
35,华策影视,传媒-传媒-影视院线,6.099,明星参股概念;新媒体;参股新三板;网络游戏;IP概念;在线旅游;网络视频;深股通;网络直播;转融券标的;VR影视;虚拟现实;手机游戏;大数据;动漫;冰雪产业;影视娱乐;富时罗素概念;富时罗素概念股;体育产业;网红经济;文化传媒;NFT概念;知识产权保护;元宇宙;融资融券;AIGC概念;百度概念
36,三七互娱,传媒-传媒-游戏,5.965,参股新三板;文化传媒;深股通;影视娱乐;音乐产业;虚拟现实;网络游戏;动漫;腾讯音乐概念;融资融券;转融券标的;创投;云游戏;在线教育;富时罗素概念;富时罗素概念股;标普道琼斯A股;手机游戏;NFT概念;元宇宙;MSCI概念
37,科大讯飞,计算机-计算机应用-软件开发,5.837,大数据反恐;人脸识别;智能医疗;电子书;央视财经50;智慧党建;智能音箱;虚拟机器人;智能穿戴;智能终端;融资融券;机器学习;智能电视;雄安新区;深股通;独角兽概念;转融券标的;车联网;服务机器人;语音技术;蔚来汽车概念;在线教育;智能家居;机器人概念;人脑工程;智慧城市;人工智能;商汤科技概念;数字孪生;国产软件;智能汽车;寒武纪概念;富时罗素概念;富时罗素概念股;高校;无线耳机;标普道琼斯A股;京东概念;量子科技;华为概念;数字中国;同花顺漂亮100;工业互联网;元宇宙;虚拟数字人;东数西算（算力）;家庭医生;MSCI概念;AIGC概念;国企改革;ChatGPT概念
38,恺英网络,传媒-传媒-游戏,5.826,文化传媒;王者荣耀;网络游戏;影视娱乐;电子竞技;金融科技;虚拟现实;手机游戏;网络直播;动漫;融资融券;转融券标的;网易概念;富时罗素概念股;标普道琼斯A股;腾讯概念;深股通;元宇宙;年报预增
39,金卡智能,机械设备-仪器仪表-仪器仪表Ⅲ,5.752,天然气管道;物联网;智能表;物联网应用层;新基建;融资融券;转融券标的;富时罗素概念;富时罗素概念股;量子科技;芯片概念;华为概念
40,凌志软件,计算机-计算机应用-软件开发,5.615,融资融券;转融券标的;互联网金融;大数据;金融科技;云计算;信创;百度概念
41,中信出版,传媒-传媒-出版,5.354,文化传媒;知识产权保护;职业教育;元宇宙;电子商务;中字头股票;央企国企改革;国企改革;百度概念
42,深天马A,电子-光学光电子-面板,5.294,国开行;裸眼3D;智能眼镜;体感3D;多晶硅;智能终端;触摸屏;融资融券;深股通;全息手机;转融券标的;VR设备;虚拟现实;小米概念;全面屏;智能穿戴;OLED面板;柔性屏;OLED;华为概念;超清视频;MiniLED;屏下指纹技术;富时罗素概念;富时罗素概念股;标普道琼斯A股;苹果概念;芯片概念;电子皮肤;电子纸;LG概念;中航系;MSCI概念;地方国企改革;央企国企改革;国企改革
43,中科星图,计算机-计算机应用-IT服务,5.265,融资融券;转融券标的;卫星导航;国产软件;大数据;无人机;军工;沪股通;央企国企改革;中字头股票;国企改革;时空大数据;华为概念;智慧城市
44,吉比特,传媒-传媒-游戏,5.264,沪股通;网络游戏;手机游戏;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;在线教育;MSCI概念
45,彩讯股份,计算机-计算机应用-IT服务,5.232,大数据;区块链;云办公;数字营销;华为概念;富媒体;网络安全;参股新三板;虚拟现实;华为鲲鹏;5G;智慧政务;鸿蒙概念;信创;数字经济;ChatGPT概念;百度概念;虚拟数字人;6G概念;人工智能;元宇宙;深股通;云计算
46,东软集团,计算机-计算机应用-IT服务,5.218,IPV6;振兴东北;参股保险;服务外包;智能医疗;汽车电子;电子信息;车联网;融资融券;智慧停车;健康中国;智能汽车;转融券标的;医学影像;人工智能;国产软件;无人驾驶;互联网医疗;工业互联网;网络安全;边缘计算;区块链;能源互联网;高校;医疗器械概念;新能源汽车;区块链应用;智慧城市;DRG/DIP;云计算;百度概念;智慧政务;沪股通
47,蓝色光标,传媒-传媒-广告营销,5.184,参股新三板;TMT;文化传媒;融资融券;深股通;广告营销;转融券标的;服务机器人;数字营销;大数据;机器人概念;网红经济;在线教育;职业教育;腾讯概念;谷歌概念;富时罗素概念;富时罗素概念股;快手概念;元宇宙;facebook概念;NFT概念;虚拟数字人;抖音概念;web3.0;AIGC概念;百度概念;ChatGPT概念;人工智能
48,姚记科技,传媒-传媒-游戏,5.153,智能自行车;创投;独角兽概念;细胞免疫治疗;抗癌;文化传媒;网红经济;手机游戏;网络游戏;抖音概念;体育产业;长三角一体化;深股通
49,同花顺,计算机-计算机应用-软件开发,4.973,基金三方销售;金融信息服务;大数据;机器人概念;电子信息;电子商务;金融科技;深股通;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;互联网金融;智能金融;融资融券;国产软件;服务机器人;AIGC概念;证金持股;ChatGPT概念;人工智能
50,拓尔思,计算机-计算机应用-软件开发,4.931,反恐;大数据反恐;网络安全;SNS概念;腾讯概念;人工智能;大数据;智慧党建;超级计算机;电子信息;虚拟机器人;云计算;知识产权保护;互联网金融;军民融合;军工;金融科技;深股通;融媒体;虚拟数字人;元宇宙;数据安全;东数西算（算力）;数据中心;数字经济;国资云;IPV6;华为概念;电子身份证;智慧政务;乡村振兴;专精特新;信创;融资融券;转融券标的;web3.0;AIGC概念;世界杯;ChatGPT概念
51,冰川网络,传媒-传媒-游戏,4.732,网络游戏;手机游戏
52,中际旭创,通信-通信设备-通信网络设备及器件,4.46,深股通;光纤;融资融券;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;云计算;数据中心;5G;人民币贬值受益;芯片概念;F5G概念;共封装光学（CPO）
53,石基信息,计算机-计算机应用-软件开发,4.395,电子信息;融资融券;深股通;转融券标的;美团概念股;电子商务;国产软件;新零售;富时罗素概念;区块链应用;区块链;富时罗素概念股;迪士尼;标普道琼斯A股;阿里巴巴概念;移动支付;SAAS;跨境支付（CIPS）;MSCI概念;云计算;证金持股
54,鸿合科技,电子-光学光电子-面板,4.337,华为概念;云办公;在线教育;创投;人工智能;托育服务;人民币贬值受益;年报预增;深股通
55,当虹科技,计算机-计算机应用-IT服务,4.246,融资融券;超清视频;云计算;人工智能;人脸识别;转融券标的;虚拟现实;安防;元宇宙;web3.0;世界杯;AIGC概念;专精特新;信创;冬奥会;华为欧拉;虚拟数字人;IPV6
56,福昕软件,计算机-计算机应用-软件开发,4.211,融资融券;转融券标的;国产软件;国产替代;SAAS;人工智能
57,网宿科技,计算机-计算机应用-IT服务,4.143,三网融合;流媒体;数据存储;电子信息;TMT;宽带中国;融资融券;深股通;转融券标的;网络安全;人工智能;大数据;电信业整合;云计算;边缘计算;态势感知;在线教育;数据中心;超清视频;富时罗素概念;富时罗素概念股;元宇宙;IPV6
58,完美世界,传媒-传媒-游戏,4.062,IP概念;虚拟现实;中概股回归;魔兽概念;参股新三板;深股通;文化传媒;网络游戏;电子竞技;手机游戏;融资融券;影视娱乐;转融券标的;VR游戏;富时罗素概念;富时罗素概念股;云游戏;标普道琼斯A股;华为概念;元宇宙;MSCI概念;AIGC概念;年报预增
59,大华股份,计算机-计算机设备-计算机设备Ⅲ,4.026,安防;增强现实;智能终端;虚拟现实;反恐;国开行;PPP概念;电子信息;融资融券;智能家居;深股通;人工智能;人脸识别;转融券标的;智能物流;超清视频;态势感知;腾讯概念;新能源汽车;富时罗素概念;富时罗素概念股;无人机;标普道琼斯A股;智慧城市;智能交通;独角兽概念;汽车电子;大数据;数据中心;杭州亚运会;数字经济;MSCI概念;机器视觉;无人驾驶;充电桩;机器人概念;证金持股
60,珠江啤酒,食品饮料-饮料制造-啤酒,3.995,南沙新区;融资融券;深股通;转融券标的;啤酒概念;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;世界杯;地方国企改革;广东国企改革;国企改革
61,工业富联,电子-消费电子-消费电子零部件及组装,3.944,大数据;工业机器人;物联网;机器人概念;融资融券;转融券标的;工业互联网;苹果概念;沪股通;郭台铭概念;智慧城市;富时罗素概念;富时罗素概念股;台湾概念股;富士康概念;标普道琼斯A股;云计算;新能源汽车;5G;人工智能;同花顺漂亮100;智能制造;MSCI概念;虚拟现实
62,兆龙互连,通信-通信设备-通信线缆及配套,3.844,融资融券;转融券标的;5G;人民币贬值受益;机器视觉;机器人概念;高送转预期
63,中科曙光,计算机-计算机设备-计算机设备Ⅲ,3.457,腾讯概念;透明计算;虚拟机器人;雄安新区;沪股通;AI芯片;云计算;芯片概念;参股新三板;人工智能;超级计算机;网络安全;创投;融资融券;大数据;边缘计算;VPN;中科院系;转融券标的;GPU;寒武纪概念;数据中心;富时罗素概念;富时罗素概念股;标普道琼斯A股;量子科技;数字孪生;东数西算（算力）;工业互联网;区块链;智慧城市;国产操作系统;国产软件;信创;央企国企改革;中字头股票;web3.0;国企改革;百度概念
64,每日互动,计算机-计算机应用-软件开发,3.448,大数据;华为概念;拼多多概念;快手概念;智慧政务;鸿蒙概念;抖音概念;地震;百度概念;比亚迪概念;共同富裕示范区;智能交通;数据安全
65,沪电股份,电子-半导体及元件-印制电路板,3.152,云计算;沪台通;深股通;融资融券;转融券标的;富时罗素概念;富时罗素概念股;台湾概念股;标普道琼斯A股;芯片概念;华为概念;汽车电子;PCB概念;5G;MSCI概念;毫米波雷达
66,北信源,计算机-计算机应用-软件开发,3.091,军民融合;超级计算机;智能家居;物联网;人工智能;网络安全;国产软件;深股通;华为概念;融资融券;VPN;国产操作系统;云办公;转融券标的;大数据;安防;工业互联网;富时罗素概念;智慧城市;富时罗素概念股;军工;区块链;数字货币;智慧党建;富媒体;数据安全;信创;智慧政务;冬奥会;ChatGPT概念;数字水印;百度概念
67,税友股份,计算机-计算机应用-IT服务,3.015,大数据;蚂蚁金服概念;SAAS;智慧政务;沪股通
68,奥飞数据,计算机-计算机应用-IT服务,3.008,云计算;网络安全;大数据;边缘计算;数据中心;深股通;富时罗素概念;光伏概念;粤港澳大湾区;融资融券;转融券标的;百度概念;一带一路
69,法本信息,计算机-计算机应用-软件开发,2.965,融资融券;转融券标的;国产软件;SAAS;车联网;智能汽车;抖音概念;区块链;京东概念;云计算;华为概念;信创;特斯拉;数字经济;大数据;人工智能
70,电魂网络,传媒-传媒-游戏,2.909,网络游戏;电子竞技;沪股通;富时罗素概念;创投;手机游戏;虚拟现实;杭州亚运会;AIGC概念
71,张江高科,房地产-房地产开发-产业地产,2.9,蚂蚁金服概念;新兴板概念;租售同权;参股新三板;浦东新区;融资融券;转融券标的;浦东前滩;上海自贸区;创投;沪股通;富时罗素概念;富时罗素概念股;参股券商;标普道琼斯A股;新能源汽车;REITs概念;MSCI概念;光刻胶;证金持股;上海国企改革;地方国企改革;国企改革
72,顺网科技,通信-通信服务-通信服务Ⅲ,2.854,腾讯概念;互联网金融;电子信息;融资融券;深股通;广告营销;转融券标的;文化传媒;网络直播;电子竞技;手机游戏;国产操作系统;富时罗素概念;富时罗素概念股;云游戏;边缘计算;元宇宙;东数西算（算力）;NFT概念;云计算;web3.0;AIGC概念;数据确权;虚拟数字人
73,奥飞娱乐,传媒-传媒-影视院线,2.644,机器人概念;智能穿戴;智能手表;幼儿教育;参股新三板;增强现实;网络游戏;融资融券;深股通;网络直播;转融券标的;服务机器人;虚拟现实;文化传媒;IP概念;手机游戏;独角兽概念;人工智能;动漫;影视娱乐;盲盒;富时罗素概念;富时罗素概念股;标普道琼斯A股;虚拟数字人;元宇宙;旅游;三胎概念;NFT概念;王者荣耀;人民币贬值受益
74,虹软科技,计算机-计算机应用-IT服务,2.614,人工智能;边缘计算;融资融券;华为概念;转融券标的;人脸识别;无人驾驶;芯片概念;屏下指纹技术;虚拟现实;元宇宙;虚拟数字人;沪股通;增强现实;理想汽车概念;指纹技术;小米概念;智能汽车;机器人概念;机器视觉
75,同有科技,计算机-计算机设备-计算机设备Ⅲ,2.497,数据存储;云计算;军工;电子信息;大数据;存储芯片;芯片概念;国产操作系统;转融券标的;富时罗素概念;专精特新;数据安全;融资融券;信创
76,数码视讯,计算机-计算机应用-IT服务,2.493,NFC;智能电视;智能终端;虚拟现实;宽带中国;电子信息;三网融合;体感交互;互联网金融;融资融券;转融券标的;VR直播;网络安全;金融科技;知识产权保护;广播电视;文化传媒;ETC;深股通;5G;华为概念;区块链;超清视频;影视娱乐;富时罗素概念;金融IC;无人机;富时罗素概念股;华为海思概念股;NFT概念;元宇宙;WiFi 6;移动支付;数字货币;跨境支付（CIPS）;IPV6;冬奥会;数据安全;数据确权;AIGC概念;数字水印
77,唯捷创芯,电子-半导体及元件-集成电路设计,2.482,芯片概念;科创次新股;新股与次新股;融资融券;转融券标的;比亚迪概念;小米概念;5G;WiFi 6;集成电路概念
78,焦点科技,商贸零售-互联网电商-互联网电商Ⅲ,2.394,双十一;智能医疗;电子信息;互联网保险;跨境电商;谷歌概念;云计算;电子商务;互联网金融;在线教育;虚拟现实;跨境支付（CIPS）;AIGC概念;参股银行;信创;家庭医生;人工智能;创投;ERP概念
79,电广传媒,传媒-传媒-广告营销,2.373,参股新三板;三网融合;动漫;网络视频;网络游戏;TMT;新媒体;网络电视;广播电视;广告营销;物联网;智能家居;互联网彩票;华为概念;旅游;融资融券;转融券标的;影视娱乐;深股通;创投;世界杯;地方国企改革;湖南国企改革;文化传媒;国企改革;在线旅游
80,创业黑马,社会服务-教育-教育Ⅲ,2.348,创投;独角兽概念;创业板重组松绑;区块链;在线教育;北交所概念;知识产权保护;北京自贸区;人力资源服务;元宇宙;SAAS;web3.0;职业教育
81,神州数码,计算机-计算机应用-IT服务,2.299,网络安全;深股通;云计算;物联网;数字孪生;边缘计算;融资融券;转融券标的;区块链;标普道琼斯A股;数字中国;华为概念;东数西算（算力）;阿里巴巴概念;信创;ChatGPT概念;年报预增
82,凡拓数创,传媒-传媒-数字媒体,2.277,融资融券;转融券标的;数字经济;注册制次新股;新股与次新股;智慧城市;数字孪生;虚拟现实;虚拟数字人;智慧党建;ChatGPT概念;百度概念;元宇宙
83,富淼科技,基础化工-化学制品-其他化学制品,2.18,融资融券;转融券标的;污水处理;专精特新;氢能源;盐湖提锂;膜材料
84,汇源通信,通信-通信设备-通信线缆及配套,2.18,TMT;电子信息;安防;光纤光缆;5G;壳资源;专精特新;成渝特区;特高压;光纤
85,金桥信息,计算机-计算机应用-IT服务,2.176,智能终端;智慧党建;上海自贸区;金融科技;云办公;蚂蚁金服概念;华为概念;智慧政务;信创;web3.0;在线教育;数据确权;人工智能
86,游族网络,传媒-传媒-游戏,2.169,大数据;参股新三板;网络游戏;深股通;电子竞技;谷歌概念;动漫;融资融券;转融券标的;华为概念;腾讯概念;富时罗素概念;虚拟现实;富时罗素概念股;MSCI概念;云游戏;手机游戏;标普道琼斯A股;IP概念;facebook概念;商汤科技概念;抖音概念
87,天智航,医药生物-医疗器械-医疗设备,2.12,医疗器械概念;转融券标的;融资融券;机器人概念;专精特新;沪股通
88,久远银海,计算机-计算机应用-IT服务,1.989,国产软件;养老概念;军民融合;网络安全;大数据;智慧城市;互联网医疗;药品信息化追溯;区块链;富时罗素概念;富时罗素概念股;军工;华为概念;DRG/DIP;智慧政务;方舱医院;疫情监测;数据中心;食品安全;云计算;医疗改革;安防;国产替代;数字经济;人工智能;人脸识别;数据安全;数字乡村;新疆发展;新疆振兴;家庭医生;华为鲲鹏;健康中国;信创;乡村振兴;智能医疗;央企国企改革;国企改革;深股通
89,锋尚文化,社会服务-其他社会服务-专业服务,1.98,文化传媒;融资融券;杭州亚运会;虚拟现实;元宇宙;虚拟数字人;转融券标的;世界杯;冬奥会;深股通
90,掌趣科技,传媒-传媒-游戏,1.937,IP概念;腾讯概念;文化传媒;深股通;网络直播;网络游戏;手机游戏;融资融券;转融券标的;富时罗素概念;富时罗素概念股;虚拟现实;百度概念
91,领益智造,电子-消费电子-消费电子零部件及组装,1.792,永磁高铁;小额贷款;小额再贷款;电子信息;电动汽车;智能终端;苹果概念;深股通;小金属概念;融资融券;转融券标的;华为概念;5G;智能音箱;富时罗素概念;无线耳机;富时罗素概念股;标普道琼斯A股;富士康概念;小米概念;新能源汽车;消费电子概念;机器人概念;无线充电;MSCI概念;光伏概念
92,元祖股份,食品饮料-食品加工制造-休闲食品,1.774,长三角一体化;台湾概念股;大消费;新零售
93,能科科技,计算机-计算机应用-IT服务,1.719,工业互联网;工业4.0;军民融合;军工;华为概念;能源互联网;数字孪生;智能制造;大飞机;轨道交通;数字经济;充电桩
94,吉宏股份,商贸零售-互联网电商-互联网电商Ⅲ,1.717,网红经济;口罩;医疗器械概念;手机游戏;富时罗素概念;区块链;跨境电商;专精特新;白酒概念;NFT概念;环保包装;华为概念;电子商务;抖音概念;web3.0;元宇宙;人民币贬值受益;福建自贸区;网络游戏;AIGC概念;数据确权;信创;机器人概念;深股通;ChatGPT概念
95,宝信软件,计算机-计算机应用-IT服务,1.565,电子信息;车联网;智能汽车;国产软件;云计算;工业互联网;大数据;边缘计算;沪股通;上海自贸区;融资融券;转融券标的;数据中心;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;地方国企改革;央企国企改革;国企改革;ERP概念
96,千方科技,计算机-计算机应用-IT服务,1.336,安防;智能交通;深股通;物联网感知层;车联网;人脸识别;物联网;人工智能;智能汽车;无人驾驶;智慧停车;阿里巴巴概念;PPP概念;智慧城市;ETC;转融券标的;雄安新区;富时罗素概念;富时罗素概念股;消费金融;蚂蚁金服概念;MSCI概念;标普道琼斯A股;电子车牌;元宇宙;华为概念;大数据;数字经济;轨道交通;小额贷款;百度概念;机器视觉;融资融券;AIGC概念;毫米波雷达
97,传音控股,电子-消费电子-品牌消费电子,1.29,融资融券;转融券标的;国产操作系统;同花顺漂亮100;消费电子概念;MSCI概念;沪股通
