,股票简称,所属同花顺行业,最新涨跌幅,所属概念
14,方盛制药,医药生物-中药-中药Ⅲ,7.041,抗癌;中医药;医保目录;眼科医疗;民营医院;工业大麻;仿制药一致性评价;养老概念;抗肿瘤;肝炎概念;千金藤素;创新药;高血压药;蒙脱石散;年报预增
15,海信视像,家用电器-黑色家电-彩电,6.765,数字电视;TMT;大消费;网络电视;青岛自贸区;融资融券;智能电视;转融券标的;智能家居;家用电器;超清视频;芯片概念;富时罗素概念股;标普道琼斯A股;MCU芯片;MiniLED;元宇宙;人民币贬值受益;世界杯;沪股通
16,中国中铁,建筑装饰-建筑装饰-基础建设,6.705,参股券商;铁路基建;融资融券;沪股通;转融券标的;基建工程;一带一路;高铁;参股新三板;磁悬浮;中铁系;PPP概念;参股万达商业;富时罗素概念股;小金属概念;分拆上市意愿;钴;标普道琼斯A股;REITs概念;MSCI概念;轨道交通;水利;债转股(AMC概念);证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
17,中国铁建,建筑装饰-建筑装饰-基础建设,6.614,特色小镇;一带一路;铁路基建;高铁;融资融券;沪股通;转融券标的;基建工程;轨道交通;中非合作;PPP概念;分拆上市意愿;超级高铁;富时罗素概念;富时罗素概念股;标普道琼斯A股;装配式建筑;水利;金属铜;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
18,太极集团,医药生物-中药-中药Ⅲ,6.328,中医药;健康中国;成渝特区;两江新区;医保目录;融资融券;转融券标的;流感;医美概念;养老概念;眼科医疗;新冠治疗;央企国企改革;地方国企改革;国企改革;沪股通
19,真视通,计算机-计算机应用-IT服务,6.051,军民融合;军工;数据中心;大数据;物联网;华为概念;工业互联网;人工智能;信创;智能医疗;在线教育;虚拟现实;数字经济;时空大数据
20,首药控股,医药生物-化学制药-化学制剂,6.033,科创次新股;新股与次新股;融资融券;转融券标的;抗肿瘤;创新药
21,新华网,传媒-传媒-数字媒体,5.895,文化传媒;在线教育;阿里巴巴概念;沪股通;大数据;人工智能;创投;区块链;知识产权保护;融资融券;转融券标的;网络直播;富时罗素概念;富时罗素概念股;标普道琼斯A股;北交所概念;元宇宙;虚拟数字人;央企国企改革;国企改革;数据确权;数字经济;AIGC概念;京津冀一体化
22,永和智控,机械设备-通用设备-金属制品,5.867,人民币贬值受益;民营医院;医疗器械概念;光伏概念;TOPCON电池
23,铁建重工,机械设备-专用设备-工程机械,5.235,高端装备;磁悬浮;融资融券;抽水蓄能;转融券标的;央企国企改革;地方国企改革;国企改革;沪股通
24,富乐德,电子-半导体及元件-半导体设备,5.096,芯片概念;注册制次新股;转融券标的;新股与次新股;融资融券;中芯国际概念;深股通
25,中国交建,建筑装饰-建筑装饰-基础建设,5.077,铁路基建;马歇尔计划;高铁;中巴经济走廊;融资融券;沪股通;转融券标的;基建工程;中非合作;一带一路;富时罗素概念;参股券商;水利;富时罗素概念股;标普道琼斯A股;雄安新区;公路建设;风电;REITs概念;MSCI概念;证金持股;地方国企改革;央企国企改革;中字头股票;国企改革
26,中铁工业,交运设备-非汽车交运-轨交设备,4.974,铁路基建;一带一路;西部开发;融资融券;转融券标的;基建工程;轨道交通;高铁;中铁系;富时罗素概念股;MSCI概念;标普道琼斯A股;高端装备;抽水蓄能;磁悬浮;海上风电;地方国企改革;央企国企改革;中字头股票;国企改革;沪股通
27,声光电科,电子-半导体及元件-集成电路设计,4.905,两江新区;芯片概念;卫星导航;融资融券;转融券标的;地方国企改革;央企国企改革;国企改革;年报预增;沪股通
28,东方通信,通信-通信设备-其他通信设备,4.889,电子信息;融资融券;转融券标的;专网通信;网络安全;5G;沪股通;机器人概念;信创;地方国企改革;央企国企改革;国企改革
29,健民集团,医药生物-中药-中药Ⅲ,4.833,老字号;融资融券;儿童医药医疗;转融券标的;中医药;流感;医保目录;三胎概念;沪股通
30,大地海洋,环保-环保-固废治理,4.301,固废处理;转融券标的;融资融券
31,立方数科,计算机-计算机应用-软件开发,4.265,云计算;创业板重组松绑;国产软件;股权转让;东数西算（算力）;光伏建筑一体化;智慧城市;在线教育;数字经济;数字孪生;数据安全
32,中材国际,建筑装饰-建筑装饰-专业工程,4.063,融资融券;沪股通;转融券标的;机械装备;一带一路;节能环保;中非合作;人民币贬值受益;富时罗素概念;富时罗素概念股;标普道琼斯A股;中材系;水泥概念;风电;地方国企改革;央企国企改革;中字头股票;国企改革
33,元祖股份,食品饮料-食品加工制造-休闲食品,4.021,长三角一体化;台湾概念股;大消费;新零售
34,新华文轩,传媒-传媒-出版,3.791,沪股通;平面媒体;文化传媒;电子商务;独角兽概念;区块链应用;知识产权保护;区块链;富时罗素概念;富时罗素概念股;标普道琼斯A股;四川国企改革;地方国企改革;国企改革
35,亚翔集成,建筑装饰-建筑装饰-专业工程,3.78,富士康概念;芯片设备;OLED;柔性屏;中芯国际概念;富时罗素概念股;台湾概念股;标普道琼斯A股;富时罗素概念;环境监测;华为概念;年报预增
36,唐山港,交通运输-港口航运-港口,3.571,京津冀一体化;环渤海;雄安新区;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;养老金持股;证金持股;地方国企改革;国企改革
37,厦门国贸,交通运输-物流-物流Ⅲ,3.23,互联网期货;食盐;融资融券;沪股通;转融券标的;美团概念股;小额贷款;福建自贸区;期货概念;富时罗素概念;富时罗素概念股;台湾概念股;参股券商;标普道琼斯A股;海峡两岸;中俄贸易概念;统一大市场;地方国企改革;国企改革;参股银行
38,大丰实业,机械设备-专用设备-其他专用设备,2.874,体育产业;文化传媒;虚拟现实;元宇宙;新基建;杭州亚运会;轨道交通;冬奥会;雄安新区;沪股通
39,光云科技,计算机-计算机应用-IT服务,2.687,融资融券;转融券标的;国产软件;阿里巴巴概念;电子商务;人工智能;抖音概念;拼多多概念;SAAS;云办公;云计算;数字经济;ChatGPT概念
40,本钢板材,黑色金属-钢铁-普钢,2.657,轧板;融资融券;转融券标的;富时罗素概念股;标普道琼斯A股;深股通;特钢概念;地方国企改革;央企国企改革;国企改革
41,工业富联,电子-消费电子-消费电子零部件及组装,2.636,大数据;工业机器人;物联网;机器人概念;融资融券;转融券标的;工业互联网;苹果概念;沪股通;郭台铭概念;智慧城市;富时罗素概念;富时罗素概念股;台湾概念股;富士康概念;标普道琼斯A股;云计算;新能源汽车;5G;人工智能;同花顺漂亮100;智能制造;MSCI概念;虚拟现实
42,朗科科技,计算机-计算机设备-计算机设备Ⅲ,2.626,三星;数据存储;元器件;内存;存储芯片;知识产权保护;芯片概念;融资融券;转融券标的;人民币贬值受益;粤港澳大湾区;地方国企改革;国企改革
43,昂利康,医药生物-化学制药-化学制剂,2.527,仿制药一致性评价;幽门螺杆菌概念;共同富裕示范区;高血压药
44,江中药业,医药生物-中药-中药Ⅲ,2.478,医疗改革;鄱阳湖经济区;健康中国;抗艾滋病;融资融券;沪股通;转融券标的;中医药;医保目录;冬虫夏草;保健品;高校;白酒概念;标普道琼斯A股;证金持股;地方国企改革;国企改革;参股银行
45,松炀资源,轻工制造-造纸-造纸Ⅲ,2.417,节能环保;粤港澳大湾区;循环经济;摘帽
46,四川路桥,建筑装饰-建筑装饰-基础建设,2.402,西部开发;成渝特区;石墨烯;成都天府新区;融资融券;沪股通;转融券标的;一带一路;正极材料;富时罗素概念;富时罗素概念股;标普道琼斯A股;铁矿石;碳中和;MSCI概念;锂电池;碳交易;PPP概念;地方国企改革;国企改革;年报预增;四川国企改革
47,青岛港,交通运输-港口航运-港口,2.385,沪股通;一带一路;华为概念;融资融券;中韩自贸区;转融券标的;富时罗素概念;富时罗素概念股;区块链;标普道琼斯A股;集装箱;股权转让;中俄贸易概念;地方国企改革;山东国企改革;国企改革
48,嘉友国际,交通运输-物流-物流Ⅲ,2.038,一带一路;航运港口;中非合作;中俄贸易概念;标普道琼斯A股;北京自贸区;统一大市场;冷链物流;融资融券;转融券标的;年报预增;沪股通
49,山东高速,交通运输-公路铁路运输-高速公路,1.752,国家科技大会;一带一路;参股券商;融资融券;沪股通;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;地方国企改革;山东国企改革;国企改革;参股银行
50,山东出版,传媒-传媒-出版,1.563,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
51,格力电器,家用电器-白色家电-空调,1.381,央视财经50;融资融券;深股通;转融券标的;机器人概念;工业互联网;智能家居;大消费;家用电器;芯片概念;口罩;富时罗素概念;新零售;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;MCU芯片;超级品牌;锂电池;储能;芯片设计;MSCI概念;空气能热泵;证金持股
52,海创药业,医药生物-化学制药-化学制剂,1.374,科创次新股;新股与次新股;融资融券;新冠治疗;转融券标的;生物医药;创新药
53,康缘药业,医药生物-中药-中药Ⅲ,1.241,医药电商;登革热;融资融券;转融券标的;中医药;医疗改革;禽流感;医保目录;富时罗素概念;富时罗素概念股;标普道琼斯A股;新冠治疗;毛发医疗;证金持股;沪股通
54,马应龙,医药生物-中药-中药Ⅲ,1.133,医疗改革;老字号;融资融券;医药电商;沪股通;中医药;转融券标的;医保目录;基因测序;民营医院;仿制药一致性评价;化妆护肤品;富时罗素概念;富时罗素概念股;标普道琼斯A股;眼科医疗
55,信息发展,计算机-计算机应用-软件开发,1.103,腾讯概念;虚拟现实;区块链应用;数据存储;食品安全;阿里巴巴概念;国产软件;工业大麻;药品信息化追溯;数字乡村;区块链;数字中国;卫星导航;智慧政务;央企国企改革;国企改革
56,寒武纪,电子-半导体及元件-集成电路设计,1.059,融资融券;转融券标的;芯片概念;人工智能;阿里巴巴概念;国产操作系统;边缘计算;MSCI概念;东数西算（算力）;先进封装（Chiplet）;沪股通
57,农业银行,银行-银行-国有大型银行,0.997,融资融券;沪股通;转融券标的;优先股概念;富时罗素概念;富时罗素概念股;跨境支付（CIPS）;标普道琼斯A股;MSCI概念;证金持股
58,方直科技,计算机-计算机应用-软件开发,0.773,K12教育;在线教育;云计算;国产软件;创业板重组松绑;区块链;人工智能;华为概念;虚拟数字人;ChatGPT概念
59,凤凰传媒,传媒-传媒-出版,0.625,虚拟现实;新媒体;融资融券;网络游戏;大数据;平面媒体;转融券标的;VR平台;文化传媒;职业教育;手机游戏;蚂蚁金服概念;数据中心;在线教育;云计算;地方国企改革;江苏国企改革;国企改革;沪股通
60,立高食品,食品饮料-食品加工制造-休闲食品,0.009,融资融券;深股通;转融券标的
61,润达医疗,医药生物-医药商业-医药商业Ⅲ,0.0,生物医药;沪股通;医疗器械概念;互联网医疗;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;体外诊断;新冠检测;股权转让;幽门螺杆菌概念;猴痘概念;地方国企改革;国企改革;浙江国企改革;人工智能
62,大华股份,计算机-计算机设备-计算机设备Ⅲ,-0.057,安防;增强现实;智能终端;虚拟现实;反恐;国开行;PPP概念;电子信息;融资融券;智能家居;深股通;人工智能;人脸识别;转融券标的;智能物流;超清视频;态势感知;腾讯概念;新能源汽车;富时罗素概念;富时罗素概念股;无人机;标普道琼斯A股;智慧城市;智能交通;独角兽概念;汽车电子;大数据;数据中心;杭州亚运会;数字经济;MSCI概念;机器视觉;无人驾驶;充电桩;机器人概念;证金持股
63,山大地纬,计算机-计算机应用-软件开发,-0.777,融资融券;转融券标的;互联网医疗;国产软件;区块链应用;区块链;高校;华为概念;DRG/DIP;智慧政务;数据确权
64,创业慧康,计算机-计算机应用-软件开发,-0.816,参股保险;深股通;蚂蚁金服概念;物联网;大数据;融资融券;区块链;转融券标的;网易概念;富时罗素概念;富时罗素概念股;国产软件;养老概念;DRG/DIP;家庭医生;互联网医疗;方舱医院;信创
65,中央商场,商贸零售-零售-百货零售,-1.05,电子商务;移动购物;商超百货;便利店;新零售;富时罗素概念股;预制菜
66,山河药辅,医药生物-化学制药-原料药,-1.606,仿制药;创业板重组松绑;专精特新;中医药;新冠治疗
67,盛天网络,传媒-传媒-游戏,-2.182,网络游戏;手机游戏;独角兽概念;VPN;云游戏;电子竞技;云计算;广告营销;快手概念;创投;文化传媒;元宇宙;东数西算（算力）;大数据;年报预增
68,精测电子,机械设备-仪器仪表-仪器仪表Ⅲ,-2.965,苹果概念;富士康概念;深股通;OLED设备制造;OLED;柔性屏;超清视频;融资融券;华为概念;转融券标的;芯片概念;富时罗素概念;富时罗素概念股;锂电池;小米概念;宁德时代概念;激光器;虚拟现实;中芯国际概念;激光;MiniLED;国产替代;比亚迪概念
69,浪潮软件,计算机-计算机应用-IT服务,-3.734,电子信息;融资融券;转融券标的;大数据;工业互联网;国产软件;边缘计算;富时罗素概念;富时罗素概念股;标普道琼斯A股;数字中国;国资云;信创;智慧政务;地方国企改革;山东国企改革;国企改革;年报预增
70,佰维存储,电子-半导体及元件-集成电路设计,-4.294,转融券标的;先进封装（Chiplet）;科创次新股;国家大基金持股;芯片概念;新股与次新股;融资融券;数据存储;信创;专精特新;汽车芯片;消费电子概念;数据中心
71,向日葵,医药生物-化学制药-化学制剂,-5.467,分布式发电;生物医药;高血压药;TOPCON电池
72,剑桥科技,通信-通信设备-通信终端及配件,-6.107,宽带中国;物联网;智能家居;5G;工业互联网;新基建;边缘计算;华为概念;融资融券;转融券标的;人民币贬值受益;F5G概念;年报预增;共封装光学（CPO）;WiFi 6
